competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Qwen3-4B-Non-Thinking,4083,11.93%,0.56,60.39,4.01%
APIO-2023,Qwen3-4B-Non-Thinking,11,22.46%,0.95,36.74,0.00%
APIO-2024,Qwen3-4B-Non-Thinking,0,0.00%,0.00,0.00,0.00%
BOI-2023,Qwen3-4B-Non-Thinking,0,4.32%,0.01,0.85,0.00%
BOI-2024,Qwen3-4B-Non-Thinking,22,15.20%,0.42,1.42,0.00%
BOI-2025,Qwen3-4B-Non-Thinking,0,1.83%,0.31,45.34,0.00%
CCO-2023,Qwen3-4B-Non-Thinking,59,29.19%,0.29,80.04,18.75%
CCO-2024,Qwen3-4B-Non-Thinking,90,38.32%,0.47,11.82,37.50%
CEOI-2023,Qwen3-4B-Non-Thinking,0,0.57%,0.82,1.21,0.00%
CEOI-2024,Qwen3-4B-Non-Thinking,17,14.61%,1.31,90.85,0.00%
COCI-2023,Qwen3-4B-Non-Thinking,388,25.54%,0.31,32.33,16.67%
COCI-2024,Qwen3-4B-Non-Thinking,161,15.82%,0.50,29.28,4.00%
COCI-2025,Qwen3-4B-Non-Thinking,139,12.48%,0.37,1.28,0.00%
EGOI-2023,Qwen3-4B-Non-Thinking,0,5.89%,0.51,2.61,0.00%
EGOI-2024,Qwen3-4B-Non-Thinking,20,16.55%,0.39,160.75,0.00%
EJOI-2023,Qwen3-4B-Non-Thinking,0,0.75%,0.20,1.06,0.00%
EJOI-2024,Qwen3-4B-Non-Thinking,24,13.32%,1.11,1.75,0.00%
IATI-2024,Qwen3-4B-Non-Thinking,22,1.06%,0.10,25.48,0.00%
IOI-2023,Qwen3-4B-Non-Thinking,0,0.55%,0.30,185.10,0.00%
IOI-2024,Qwen3-4B-Non-Thinking,22,11.94%,0.35,817.36,0.00%
JOI-2023,Qwen3-4B-Non-Thinking,3,6.37%,0.36,2.18,0.00%
JOI-2024,Qwen3-4B-Non-Thinking,8,2.58%,0.10,13.49,0.00%
JOI-2025,Qwen3-4B-Non-Thinking,56,32.66%,0.46,295.72,0.00%
NOINordic-2023,Qwen3-4B-Non-Thinking,100,35.48%,2.15,15.43,33.33%
NOINordic-2024,Qwen3-4B-Non-Thinking,0,7.34%,0.12,3.64,0.00%
NOINordic-2025,Qwen3-4B-Non-Thinking,0,3.20%,1.99,1.98,0.00%
OOI-2023,Qwen3-4B-Non-Thinking,216,18.12%,0.64,3.16,5.88%
OOI-2024,Qwen3-4B-Non-Thinking,199,21.03%,1.32,6.56,5.88%
RMI-2023,Qwen3-4B-Non-Thinking,4,2.15%,0.30,9.07,0.00%
RMI-2024,Qwen3-4B-Non-Thinking,0,0.00%,0.03,1.14,0.00%
USACO-2023,Qwen3-4B-Non-Thinking,1559,11.21%,0.58,17.66,4.17%
USACO-2024,Qwen3-4B-Non-Thinking,700,6.54%,0.46,20.85,2.08%
USACO-2025,Qwen3-4B-Non-Thinking,263,4.76%,0.57,16.25,0.00%
