competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,414,929,4272,724,6410,5931,1597,4259
APIO-2023,0,0,2,0,3,2,6,11
APIO-2024,0,0,2,0,16,0,0,6
BOI-2023,0,0,2,1,13,27,0,5
BOI-2024,0,0,14,1,4,25,0,4
BOI-2025,0,0,5,0,8,20,5,10
CCO-2023,15,0,32,2,18,35,9,17
CCO-2024,19,0,12,1,35,25,4,32
CEOI-2023,0,0,4,1,15,8,6,14
CEOI-2024,0,0,8,4,12,13,0,11
COCI-2023,10,0,36,4,59,59,0,32
COCI-2024,6,0,28,2,63,86,0,15
COCI-2025,0,0,27,2,55,87,14,15
EGOI-2023,0,0,2,1,9,26,18,8
EGOI-2024,0,0,4,1,17,25,7,10
EJOI-2023,0,0,10,2,13,1,7,15
EJOI-2024,0,0,8,0,13,11,0,16
IATI-2024,0,8,5,7,25,20,12,11
IOI-2023,0,0,1,0,29,5,0,13
IOI-2024,0,0,7,4,25,4,0,8
JOI-2023,0,0,13,0,50,57,2,30
JOI-2024,0,0,10,2,39,61,7,41
JOI-2025,0,0,10,2,5,11,0,4
NOINordic-2023,1,0,1,0,1,15,5,1
NOINordic-2024,0,0,1,2,5,12,4,0
NOINordic-2025,0,0,7,0,7,8,0,2
OOI-2023,1,0,25,7,1,19,47,36
OOI-2024,1,0,21,3,0,24,63,24
RMI-2023,0,0,11,0,11,16,7,3
RMI-2024,0,0,4,0,10,15,2,17
USACO-2023,4,34,93,21,89,82,0,61
USACO-2024,1,50,101,19,123,41,0,49
USACO-2025,0,25,92,8,55,53,0,55
