problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,ACCEPTED,50,100.00%,100.00%,0.000,0,,17,19,14,0,0
vrsar,ACCEPTED,70,100.00%,100.00%,0.060,5.9375,,8,17,19,26,0
milano,ACCEPTED,110,100.00%,100.00%,0.040,4.39453125,,21,18,31,40,0
restorani,RUNTIME_ERROR,0,0.00%,1.37%,0.230,311.69921875,,0,0,0,0,0
cesta,ACCEPTED,110,100.00%,100.00%,0.750,135.13671875,,10,30,30,40,0
zlagalica,ACCEPTED,50,100.00%,100.00%,0.000,0,,17,12,12,9,0
bitovi,RUNTIME_ERROR,0,0.00%,0.00%,0.010,3.2265625,,0,0,0,0,0
piratski,ACCEPTED,110,100.00%,100.00%,0.050,1.81640625,,20,40,50,0,0
rolete,ACCEPTED,110,100.00%,100.00%,0.250,3.6171875,,16,26,32,36,0
trokut,RUNTIME_ERROR,0,0.00%,0.00%,0.010,0.00390625,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,100.00%,0.010,0,,12,22,16,0,0
knjige,ACCEPTED,70,100.00%,100.00%,0.020,2.84765625,,7,27,36,0,0
lepeze,RUNTIME_ERROR,0,0.00%,3.85%,0.010,0,,0,0,0,0,0
putovanje,TIME_LIMIT_EXCEEDED,65,59.09%,74.10%,2.410,5.6875,,10,20,35,0,0
roboti,RUNTIME_ERROR,48,43.64%,59.09%,2.370,50.5625,,10,0,0,38,0
pahuljice,ACCEPTED,50,100.00%,100.00%,0.010,0,,11,11,28,0,0
pingvin,ACCEPTED,70,100.00%,100.00%,0.020,6.1953125,,7,16,22,25,0
dizalo,RUNTIME_ERROR,29,26.36%,26.32%,0.010,4.38671875,,0,0,29,0,0
kuglice,ACCEPTED,110,100.00%,100.00%,0.040,18.57421875,,17,10,26,15,42
zatopljenje,ACCEPTED,110,100.00%,100.00%,0.100,10.0625,,10,20,20,60,0
sudoku,ACCEPTED,50,100.00%,100.00%,0.010,0,,11,12,13,14,0
labirint,ACCEPTED,70,100.00%,100.00%,0.010,2.06640625,,11,13,24,22,0
an2dl,ACCEPTED,110,100.00%,100.00%,0.750,99.46484375,,12,17,25,56,0
kocke,RUNTIME_ERROR,0,0.00%,13.33%,0.000,0,,0,0,0,0,0
mostovi,RUNTIME_ERROR,0,0.00%,0.00%,0.040,11.3515625,,0,0,0,0,0
TOTAL,,1442,,71.12%,,,64.00%,,,,,
