problem,model,status,score,relative_score,%test passed,time,memory
2024-sp_Fish_3,Qwen3-30B,TIME_LIMIT_EXCEEDED,0,0.00%,9.21%,2.400,3.6171875
2024-sp_Ski_2,Qwen3-30B,RUNTIME_ERROR,0,0.00%,0.00%,0.160,0.00390625
2024-sp_Spy_3,Qwen3-30B,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Board_Game,Qwen3-30B,RUNTIME_ERROR,3,3.00%,8.07%,0.190,4.64453125
2024-sp_Tricolor_Lights,Qwen3-30B,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Growing_Vegetables_is_Fun_5,Qwen3-30B,TIME_LIMIT_EXCEEDED,30,30.00%,76.69%,5.870,10.28515625
2024-sp_Card_Collection,Qwen3-30B,RUNTIME_ERROR,0,0.00%,16.67%,0.000,0
2024-sp_JOI_Tour,Qwen3-30B,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Tower,Qwen3-30B,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Escape_Route_2,Qwen3-30B,RUNTIME_ERROR,0,0.00%,4.59%,0.530,2.0703125
2024-sp_Island_Hopping,Qwen3-30B,RUNTIME_ERROR,2,2.00%,4.31%,0.160,1.48828125
2024-sp_Table_Tennis,Qwen3-30B,ACCEPTED,100,100.00%,100.00%,0.230,25.53515625
