problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
eurokod,ACCEPTED,50,100.00%,100.00%,0.000,0,,17,19,14,0,0
vrsar,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,4.38671875,,0,0,0,0,0
milano,RUNTIME_ERROR,0,0.00%,0.00%,0.080,4.390625,,0,0,0,0,0
restorani,TIME_LIMIT_EXCEEDED,0,0.00%,0.68%,2.450,81.21875,,0,0,0,0,0
cesta,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zlagalica,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bitovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
piratski,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
rolete,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
trokut,RUNTIME_ERROR,0,0.00%,0.00%,0.050,0.00390625,,0,0,0,0,0
bingo,ACCEPTED,50,100.00%,100.00%,0.000,0,,12,22,16,0,0
lepeze,RUNTIME_ERROR,0,0.00%,3.85%,0.050,0,,0,0,0,0,0
putovanje,TIME_LIMIT_EXCEEDED,45,40.91%,46.76%,2.440,4.6484375,,10,0,35,0,0
roboti,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
pahuljice,RUNTIME_ERROR,0,0.00%,3.70%,0.000,0,,0,0,0,0,0
dizalo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
kuglice,RUNTIME_ERROR,0,0.00%,17.57%,0.060,0,,0,0,0,0,0
zatopljenje,RUNTIME_ERROR,0,0.00%,0.00%,0.060,0,,0,0,0,0,0
sudoku,RUNTIME_ERROR,0,0.00%,45.71%,0.000,0,,0,0,0,0,0
labirint,RUNTIME_ERROR,0,0.00%,0.00%,0.060,0.00390625,,0,0,0,0,0
an2dl,TIME_LIMIT_EXCEEDED,29,26.36%,83.33%,4.810,251.4375,,12,17,0,0,0
kocke,RUNTIME_ERROR,0,0.00%,0.00%,0.060,1.8125,,0,0,0,0,0
mostovi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
TOTAL,,174,,17.46%,,,8.70%,,,,,
