problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,TIME_LIMIT_EXCEEDED,20,20.00%,61.47%,2.400,60.8828125,,0,20,0,0,0,0,0,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,6,6.00%,36.57%,0.160,1.55859375,,6,0,0,0,0,0,0,0
2024-open-t3_Library_3,RUNTIME_ERROR,21,21.00%,78.95%,0.390,1.55078125,,2,19,0,0,0,0,0,0
2024-sp_Fish_3,TIME_LIMIT_EXCEEDED,9,9.00%,37.93%,2.400,3.6796875,,9,0,0,0,0,0,0,0
2024-sp_Ski_2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Spy_3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,RUNTIME_ERROR,17,17.00%,36.04%,0.290,13.97265625,,3,7,7,0,0,0,0,0
2024-sp_Tricolor_Lights,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,TIME_LIMIT_EXCEEDED,30,30.00%,76.69%,5.900,19.81640625,,4,5,21,0,0,0,0,0
2024-sp_Card_Collection,RUNTIME_ERROR,11,11.00%,70.38%,0.160,0.00390625,,11,0,0,0,0,0,0,0
2024-sp_JOI_Tour,TIME_LIMIT_EXCEEDED,52,52.00%,56.05%,3.600,44.09765625,,6,8,6,16,16,0,0,0
2024-sp_Tower,RUNTIME_ERROR,0,0.00%,0.00%,0.280,20.796875,,0,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,TIME_LIMIT_EXCEEDED,54,54.00%,70.53%,2.400,269.26953125,,6,8,17,23,0,0,0,0
2024-sp_Island_Hopping,RUNTIME_ERROR,13,13.00%,17.24%,0.450,3.4140625,,2,4,7,0,0,0,0,0
2024-sp_Table_Tennis,RUNTIME_ERROR,5,5.00%,48.17%,0.300,109.0625,,5,0,0,0,0,0,0,0
2024-ho-t1_Room_Temperature,ACCEPTED,100,100.00%,100.00%,0.220,5.16796875,,15,5,30,35,15,0,0,0
2024-ho-t2_Construction_Project_2,ACCEPTED,100,100.00%,100.00%,0.310,30.21484375,,8,16,29,47,0,0,0,0
2024-ho-t3_Marathon_Race_2,MEMORY_LIMIT_EXCEEDED,81,81.00%,95.61%,0.970,1217.98828125,,7,7,10,28,10,19,0,0
2024-ho-t4_Gift_Exchange,RUNTIME_ERROR,0,0.00%,36.14%,0.000,0,,0,0,0,0,0,0,0,0
2024-ho-t5_Road_Service_2,TIME_LIMIT_EXCEEDED,16,16.00%,61.73%,3.600,123.07421875,,10,6,0,0,0,0,0,0
TOTAL,,535,,49.17%,,,10.00%,,,,,,,,
