competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,284,505,406,116,22591,1752,3738,7243
APIO-2023,0,0,0,0,1,4,7,12
APIO-2024,0,0,0,0,16,2,0,6
BOI-2023,0,0,0,0,31,1,0,0
BOI-2024,0,0,0,0,32,2,0,0
BOI-2025,0,0,1,0,27,1,4,15
CCO-2023,7,0,1,1,84,7,8,20
CCO-2024,16,0,1,0,76,10,4,21
CEOI-2023,0,0,0,0,20,4,0,0
CEOI-2024,0,0,2,0,27,4,8,1
COCI-2023,0,0,0,0,157,16,3,4
COCI-2024,0,0,2,0,157,9,0,5
COCI-2025,4,0,1,4,137,11,4,2
EGOI-2023,0,0,0,0,19,6,16,0
EGOI-2024,0,0,0,0,35,10,4,0
EJOI-2023,0,0,2,1,32,0,6,0
EJOI-2024,0,0,1,0,37,1,0,2
IATI-2024,0,1,4,0,39,3,21,5
IOI-2023,0,0,4,0,26,9,0,0
IOI-2024,0,0,3,1,21,9,0,0
JOI-2023,0,0,0,0,91,13,5,43
JOI-2024,0,0,0,0,115,9,6,30
NOINordic-2023,0,0,2,0,12,1,7,2
NOINordic-2024,0,0,0,0,14,1,6,3
NOINordic-2025,0,0,1,0,14,1,0,8
OOI-2023,3,0,2,0,2,9,92,0
OOI-2024,0,0,1,0,0,2,106,0
RMI-2023,0,0,0,0,28,0,8,12
RMI-2024,0,0,0,2,10,1,13,22
USACO-2023,3,12,2,1,283,9,0,4
USACO-2024,0,15,3,1,300,6,0,45
USACO-2025,1,13,3,1,217,7,0,46
