competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,DeepSeek-R1-Distill-Llama-8B,1649,3.51%,0.13,0.78,1.89%
APIO-2023,DeepSeek-R1-Distill-Llama-8B,4,5.33%,0.10,4.89,0.00%
APIO-2024,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
BOI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
BOI-2024,DeepSeek-R1-Distill-Llama-8B,0,1.56%,0.01,0.26,0.00%
BOI-2025,DeepSeek-R1-Distill-Llama-8B,0,0.55%,0.01,0.00,0.00%
CCO-2023,DeepSeek-R1-Distill-Llama-8B,42,16.56%,0.01,0.31,12.50%
CCO-2024,DeepSeek-R1-Distill-Llama-8B,75,31.25%,0.03,0.47,31.25%
CEOI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.27%,0.06,0.00,0.00%
CEOI-2024,DeepSeek-R1-Distill-Llama-8B,0,1.61%,0.01,0.43,0.00%
COCI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.10%,0.00,0.00,0.00%
COCI-2024,DeepSeek-R1-Distill-Llama-8B,0,1.83%,0.00,0.00,0.00%
COCI-2025,DeepSeek-R1-Distill-Llama-8B,105,6.44%,0.03,0.59,4.00%
EGOI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
EGOI-2024,DeepSeek-R1-Distill-Llama-8B,14,5.27%,0.01,0.00,0.00%
EJOI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
EJOI-2024,DeepSeek-R1-Distill-Llama-8B,55,10.85%,0.60,0.43,0.00%
IATI-2024,DeepSeek-R1-Distill-Llama-8B,0,0.28%,0.04,0.17,0.00%
IOI-2023,DeepSeek-R1-Distill-Llama-8B,0,2.15%,0.51,3.36,0.00%
IOI-2024,DeepSeek-R1-Distill-Llama-8B,0,1.58%,0.21,1.25,0.00%
JOI-2023,DeepSeek-R1-Distill-Llama-8B,0,1.69%,0.01,0.00,0.00%
JOI-2024,DeepSeek-R1-Distill-Llama-8B,3,1.47%,0.03,0.22,0.00%
NOINordic-2023,DeepSeek-R1-Distill-Llama-8B,0,1.08%,1.98,5.68,0.00%
NOINordic-2024,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
NOINordic-2025,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.06,0.52,0.00%
OOI-2023,DeepSeek-R1-Distill-Llama-8B,100,6.29%,0.01,0.00,5.88%
OOI-2024,DeepSeek-R1-Distill-Llama-8B,30,2.59%,0.14,0.16,0.00%
RMI-2023,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
RMI-2024,DeepSeek-R1-Distill-Llama-8B,0,0.00%,0.00,0.00,0.00%
USACO-2023,DeepSeek-R1-Distill-Llama-8B,869,5.95%,0.02,0.21,2.08%
USACO-2024,DeepSeek-R1-Distill-Llama-8B,19,0.37%,0.01,0.19,0.00%
USACO-2025,DeepSeek-R1-Distill-Llama-8B,333,3.84%,0.12,4.96,2.78%
