problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_22,subtask_23,subtask_24,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_Identity_Theft,RUNTIME_ERROR,50,24.00%,0.090,22.25390625,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,16.666666666666664,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Splitting_Haybales,MEMORY_LIMIT_EXCEEDED,17,13.64%,0.430,287.0078125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.666666666666664,0,0,0,0,0
platinum_Activating_Robots,TIME_LIMIT_EXCEEDED,317,95.83%,2.410,178.4765625,,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
gold_Cowreography,ACCEPTED,333,100.00%,0.050,11.2265625,,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
gold_Grass_Segments,ACCEPTED,333,100.00%,0.220,30.16796875,,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,0,0,19.6078431372549,0,0,0,0,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549
gold_Smaller_Averages,ACCEPTED,333,100.00%,1.490,3.421875,,0,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,0,0,0,20.833333333333332,0,0,0,0,0,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332
silver_Bessies_Interview,ACCEPTED,333,100.00%,0.120,18.58203125,,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
silver_Painting_Fence_Posts,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_The_Winning_Gene,ACCEPTED,333,100.00%,0.130,1.81640625,,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,0,0,0,0,22.22222222222222,0,0,0,0,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222
bronze_Logical_Moos,ACCEPTED,333,100.00%,0.100,2.328125,,0,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888
