problem,model,status,score,relative_score,%test passed,time,memory
2024-sp_Fish_3,Qwen3-32B-Non-Thinking,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,2.400,8.26171875
2024-sp_Ski_2,Qwen3-32B-Non-Thinking,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Spy_3,Qwen3-32B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Board_Game,Qwen3-32B-Non-Thinking,RUNTIME_ERROR,3,3.00%,8.07%,0.170,4.38671875
2024-sp_Tricolor_Lights,Qwen3-32B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Growing_Vegetables_is_Fun_5,Qwen3-32B-Non-Thinking,RUNTIME_ERROR,0,0.00%,4.60%,0.000,0
2024-sp_Card_Collection,Qwen3-32B-Non-Thinking,RUNTIME_ERROR,0,0.00%,6.06%,0.160,4.015625
2024-sp_JOI_Tour,Qwen3-32B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Tower,Qwen3-32B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Escape_Route_2,Qwen3-32B-Non-Thinking,RUNTIME_ERROR,0,0.00%,4.59%,0.630,5.421875
2024-sp_Island_Hopping,Qwen3-32B-Non-Thinking,RUNTIME_ERROR,2,2.00%,3.45%,0.160,1.48828125
2024-sp_Table_Tennis,Qwen3-32B-Non-Thinking,RUNTIME_ERROR,0,0.00%,10.26%,0.180,0.00390625
