problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,52.50%,0.000,0,,3,3,0,0,0,0,0,0
s2,ACCEPTED,15,100.00%,0.120,144.8984375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,0,2.38%,0.040,5.16796875,,0,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,6,32.35%,0.360,32.234375,,0,6,0,0,0,0,0,0
s5,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,18,84.29%,1.120,10.5078125,,3,3,4,4,4,0,0,0
d1p2,RUNTIME_ERROR,0,1.90%,0.100,12.8984375,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,4.81%,0.280,51.10546875,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,13,60.71%,0.040,2.875,,1,3,4,5,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,0,5.47%,2.210,43.06640625,,0,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,3.77%,1.110,4.453125,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,52.50%,0.000,0,,3,3,0,0,0,0,0,0
j5,RUNTIME_ERROR,0,11.11%,0.000,0,,0,0,0,0,0,0,0,0
TOTAL,,109,44.49%,,,25.00%,,,,,,,,
