problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,ACCEPTED,15,100.00%,100.00%,0.050,3.015625,,3,3,5,4,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.040,1.55859375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.040,2.07421875,,0,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,1.47%,0.040,1.5546875,,0,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,0,0.00%,1.56%,1.800,0.00390625,,0,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.100,16.51171875,,3,3,4,4,4,7,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.150,20.890625,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,4.00%,22.32%,0.040,1.49609375,,1,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,2,8.00%,9.38%,0.130,32.12109375,,2,0,0,0,0,0,0,0
d2p3,RUNTIME_ERROR,0,0.00%,52.83%,0.100,2.84765625,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.000,0,,3,3,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.040,0,,2,2,2,9,0,0,0,0
TOTAL,,124,,56.32%,,,46.67%,,,,,,,,
