problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,ACCEPTED,15,100.00%,0.060,2.9921875,,3,3,5,4,0,0,0,0
s2,ACCEPTED,15,100.00%,0.040,1.55859375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,10.71%,0.020,0.00390625,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,3,20.59%,0.220,32.23046875,,3,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,4,54.69%,1.670,2.0859375,,0,4,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,0.090,22.95703125,,3,3,4,4,4,7,0,0
d1p2,RUNTIME_ERROR,0,1.90%,0.080,31.98046875,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,4.81%,0.060,19.4453125,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,9,55.36%,0.020,2.4921875,,1,3,0,5,0,0,0,0
d2p2,RUNTIME_ERROR,2,9.38%,0.120,17.52734375,,2,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,15.09%,1.110,2.84765625,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,52.50%,0.000,0,,3,3,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,0.020,0.00390625,,2,2,2,9,0,0,0,0
TOTAL,,141,57.81%,,,43.75%,,,,,,,,
