problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,TIME_LIMIT_EXCEEDED,16,16.00%,79.23%,7.200,761.83984375,,4,12,0,0,0,0,0,0
2023-open-t3_Garden,RUNTIME_ERROR,15,15.00%,50.00%,2.210,8.25390625,,15,0,0,0,0,0,0,0
2023-sp_Two_Currencies,ACCEPTED,100,100.00%,100.00%,0.480,70.38671875,,10,28,30,32,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,0.00%,40.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,22,22.00%,72.92%,0.210,27.86328125,,6,16,0,0,0,0,0,0
2023-sp_Belt_Conveyor,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,0.150,4.265625,,0,0,0,0,0,0,0,0
2023-sp_Council,ACCEPTED,100,100.00%,100.00%,2.510,26.78125,,8,8,6,19,15,22,22,0
2023-sp_Mizuyokan_2,RUNTIME_ERROR,0,0.00%,0.00%,0.200,27.078125,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,0.00%,50.85%,0.140,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,13,13.00%,71.59%,0.160,1.80859375,,6,7,0,0,0,0,0,0
2023-sp_Tourism,TIME_LIMIT_EXCEEDED,28,28.00%,79.65%,4.810,18.5625,,5,5,0,18,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,0,0.00%,5.95%,0.180,2.84765625,,0,0,0,0,0,0,0,0
2023-sp_Bitaro’s_travel,TIME_LIMIT_EXCEEDED,15,15.00%,77.88%,2.400,2.84765625,,5,10,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,ACCEPTED,100,100.00%,100.00%,0.200,15.2421875,,25,35,40,0,0,0,0,0
2023-ho-t2_Advertisement_2,ACCEPTED,100,100.00%,100.00%,0.270,9.04296875,,10,23,36,31,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,TIME_LIMIT_EXCEEDED,31,31.00%,87.97%,2.490,79.32421875,,7,7,7,10,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,3.00%,47.47%,2.980,2.83984375,,3,0,0,0,0,0,0,0
TOTAL,,543,,53.18%,,,20.00%,,,,,,,,
