problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,TIME_LIMIT_EXCEEDED,20,54.21%,2.410,81.37109375,,0,20,0,0,0,0,0,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,6,39.23%,0.020,1.55859375,,6,0,0,0,0,0,0,0
2024-open-t3_Library_3,RUNTIME_ERROR,2,52.38%,0.050,1.48828125,,2,0,0,0,0,0,0,0
2024-sp_Fish_3,TIME_LIMIT_EXCEEDED,16,64.76%,2.410,67.72265625,,9,7,0,0,0,0,0,0
2024-sp_Ski_2,RUNTIME_ERROR,5,23.36%,1.260,0.00390625,,5,0,0,0,0,0,0,0
2024-sp_Spy_3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,RUNTIME_ERROR,10,27.72%,0.050,6.4453125,,3,7,0,0,0,0,0,0
2024-sp_Tricolor_Lights,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,MEMORY_LIMIT_EXCEEDED,30,76.69%,1.950,1226.30859375,,4,5,21,0,0,0,0,0
2024-sp_Card_Collection,RUNTIME_ERROR,0,19.05%,0.020,0,,0,0,0,0,0,0,0,0
2024-sp_JOI_Tour,TIME_LIMIT_EXCEEDED,52,56.05%,3.610,35.7734375,,6,8,6,16,16,0,0,0
2024-sp_Tower,RUNTIME_ERROR,0,0.00%,0.040,1.5546875,,0,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,TIME_LIMIT_EXCEEDED,54,75.13%,2.410,53.62890625,,6,8,17,23,0,0,0,0
2024-sp_Island_Hopping,RUNTIME_ERROR,2,4.31%,0.030,1.55078125,,2,0,0,0,0,0,0,0
2024-sp_Table_Tennis,RUNTIME_ERROR,5,44.35%,0.030,13.41796875,,5,0,0,0,0,0,0,0
2024-ho-t1_Room_Temperature,ACCEPTED,100,100.00%,0.090,5.16796875,,15,5,30,35,15,0,0,0
2024-ho-t2_Construction_Project_2,ACCEPTED,100,100.00%,0.200,23.58984375,,8,16,29,47,0,0,0,0
2024-ho-t3_Marathon_Race_2,RUNTIME_ERROR,7,58.82%,0.000,0,,7,0,0,0,0,0,0,0
2024-ho-t4_Gift_Exchange,RUNTIME_ERROR,0,36.14%,0.030,43.890625,,0,0,0,0,0,0,0,0
2024-ho-t5_Road_Service_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
TOTAL,,409,41.61%,,,10.00%,,,,,,,,
