competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,gpt-oss-120b-medium,40506,52.11%,0.47,41.63,36.75%
APIO-2023,gpt-oss-120b-medium,15,12.53%,0.34,17.36,0.00%
APIO-2024,gpt-oss-120b-medium,105,39.29%,0.16,8.01,33.33%
BOI-2023,gpt-oss-120b-medium,128,52.26%,0.71,13.06,16.67%
BOI-2024,gpt-oss-120b-medium,356,65.67%,0.16,28.39,50.00%
BOI-2025,gpt-oss-120b-medium,72,22.19%,0.65,15.60,0.00%
CCO-2023,gpt-oss-120b-medium,183,69.58%,0.16,21.46,62.50%
CCO-2024,gpt-oss-120b-medium,160,59.80%,0.22,87.46,56.25%
CEOI-2023,gpt-oss-120b-medium,40,12.50%,0.52,37.89,0.00%
CEOI-2024,gpt-oss-120b-medium,155,51.18%,0.32,51.76,16.67%
COCI-2023,gpt-oss-120b-medium,1720,77.59%,0.15,12.39,76.00%
COCI-2024,gpt-oss-120b-medium,1561,74.54%,0.32,20.89,68.00%
COCI-2025,gpt-oss-120b-medium,1410,73.52%,0.40,18.91,64.00%
EGOI-2023,gpt-oss-120b-medium,200,25.71%,0.06,4.84,25.00%
EGOI-2024,gpt-oss-120b-medium,348,53.10%,0.09,7.64,37.50%
EJOI-2023,gpt-oss-120b-medium,220,41.59%,0.42,34.82,33.33%
EJOI-2024,gpt-oss-120b-medium,372,65.15%,0.42,46.01,50.00%
IATI-2024,gpt-oss-120b-medium,376,36.03%,0.28,29.20,18.18%
IOI-2023,gpt-oss-120b-medium,32,14.49%,0.36,9.75,0.00%
IOI-2024,gpt-oss-120b-medium,119,41.63%,0.89,417.69,0.00%
JOI-2023,gpt-oss-120b-medium,474,39.03%,0.51,15.46,20.00%
JOI-2024,gpt-oss-120b-medium,506,34.26%,0.30,18.98,20.00%
JOI-2025,gpt-oss-120b-medium,249,64.06%,0.90,29.16,40.00%
NOINordic-2023,gpt-oss-120b-medium,271,95.62%,1.77,60.86,66.67%
NOINordic-2024,gpt-oss-120b-medium,104,45.58%,0.18,4.48,33.33%
NOINordic-2025,gpt-oss-120b-medium,200,75.34%,0.99,43.80,66.67%
OOI-2023,gpt-oss-120b-medium,949,64.48%,0.76,98.02,41.18%
OOI-2024,gpt-oss-120b-medium,1032,68.77%,0.69,23.27,52.94%
RMI-2023,gpt-oss-120b-medium,240,52.39%,0.32,50.64,33.33%
RMI-2024,gpt-oss-120b-medium,148,37.45%,0.53,20.86,16.67%
USACO-2023,gpt-oss-120b-medium,11644,74.37%,0.51,26.33,66.67%
USACO-2024,gpt-oss-120b-medium,9407,60.94%,0.58,34.78,50.00%
USACO-2025,gpt-oss-120b-medium,7710,66.96%,0.37,22.26,61.11%
