problem,model,status,score,relative_score,%test passed,time,memory
2023-sp_Two_Currencies,gpt-oss-120b_sp1,ACCEPTED,100,100.00%,100.00%,0.520,64.27734375
2023-sp_Festivals_in_JOI_Kingdom_2,gpt-oss-120b_sp1,RUNTIME_ERROR,0,0.00%,13.33%,0.000,0
2023-sp_Passport,gpt-oss-120b_sp1,RUNTIME_ERROR,6,6.00%,47.14%,0.180,2.8359375
2023-sp_Belt_Conveyor,gpt-oss-120b_sp1,RUNTIME_ERROR,1,1.00%,12.90%,0.160,4.5703125
2023-sp_Council,gpt-oss-120b_sp1,ACCEPTED,100,100.00%,100.00%,0.600,27.59375
2023-sp_Mizuyokan_2,gpt-oss-120b_sp1,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Chorus,gpt-oss-120b_sp1,RUNTIME_ERROR,0,0.00%,42.06%,0.000,0
2023-sp_Cookies,gpt-oss-120b_sp1,RUNTIME_ERROR,13,13.00%,71.59%,0.160,1.80859375
2023-sp_Tourism,gpt-oss-120b_sp1,TIME_LIMIT_EXCEEDED,35,35.00%,88.28%,4.840,28.109375
2023-sp_Super_Dango_Maker,gpt-oss-120b_sp1,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Security_Guard,gpt-oss-120b_sp1,RUNTIME_ERROR,0,0.00%,5.95%,0.170,4.6484375
2023-sp_Bitaro’s_travel,gpt-oss-120b_sp1,RUNTIME_ERROR,0,0.00%,5.17%,0.000,0
