problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,ACCEPTED,15,100.00%,100.00%,0.060,3.01953125,,3,3,5,4,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.050,1.55859375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,6,40.00%,32.35%,0.090,1.5546875,,0,6,0,0,0,0,0,0
s5,RUNTIME_ERROR,3,20.00%,28.12%,0.060,5.4765625,,3,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.090,16.51171875,,3,3,4,4,4,7,0,0
d1p2,RUNTIME_ERROR,0,0.00%,1.90%,0.110,51.2109375,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.130,23.2109375,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,4.00%,29.46%,0.050,1.75,,1,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,2,8.00%,10.94%,0.130,30.59375,,2,0,0,0,0,0,0,0
d2p3,ACCEPTED,25,100.00%,100.00%,0.180,21.140625,,5,5,5,5,5,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,40.00%,52.50%,0.000,0,,3,3,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.000,0,,2,2,2,9,0,0,0,0
TOTAL,,158,,60.01%,,,50.00%,,,,,,,,
