problem,model,status,score,relative_score,%test passed,time,memory
2023-sp_Two_Currencies,Qwen3-30B,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Festivals_in_JOI_Kingdom_2,Qwen3-30B,RUNTIME_ERROR,0,0.00%,40.00%,0.150,0
2023-sp_Passport,Qwen3-30B,RUNTIME_ERROR,6,6.00%,47.14%,0.180,10.5703125
2023-sp_Belt_Conveyor,Qwen3-30B,RUNTIME_ERROR,1,1.00%,16.13%,0.710,11.50390625
2023-sp_Council,Qwen3-30B,TIME_LIMIT_EXCEEDED,22,22.00%,81.09%,3.650,24.2421875
2023-sp_Mizuyokan_2,Qwen3-30B,RUNTIME_ERROR,0,0.00%,0.00%,0.200,6.71484375
2023-sp_Chorus,Qwen3-30B,RUNTIME_ERROR,0,0.00%,42.06%,0.000,0
2023-sp_Cookies,Qwen3-30B,RUNTIME_ERROR,13,13.00%,70.88%,0.160,2.33203125
2023-sp_Tourism,Qwen3-30B,TIME_LIMIT_EXCEEDED,5,5.00%,57.71%,4.800,22.9453125
2023-sp_Super_Dango_Maker,Qwen3-30B,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Security_Guard,Qwen3-30B,RUNTIME_ERROR,0,0.00%,5.95%,0.160,4.39453125
