solution,status,score,relative_score,%test passed,time,memory,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
bronze_Palindrome_Game_gpt-oss-120b_0.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.5546875,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_2.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.5546875,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_3.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.5546875,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_3.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.5546875,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_4.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.609375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_5.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.60546875,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_6.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.5546875,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_6.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.5546875,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_6.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.5546875,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_7.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.68359375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_7.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.68359375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_7.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.68359375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_7.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.68359375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_7.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.68359375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_7.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.68359375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_7.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.68359375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_7.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.68359375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_7.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.68359375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
bronze_Palindrome_Game_gpt-oss-120b_7.cpp,ACCEPTED,333,102.78%,100.00%,0.020,1.68359375,0,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775,27.777777777777775
