problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,RUNTIME_ERROR,0,0.00%,0.00%,0.150,1.484375,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,TIME_LIMIT_EXCEEDED,4,4.00%,70.56%,7.210,7.2265625,,4,0,0,0,0,0,0,0
2023-open-t3_Garden,RUNTIME_ERROR,15,15.00%,38.00%,0.330,5.671875,,15,0,0,0,0,0,0,0
2023-sp_Two_Currencies,TIME_LIMIT_EXCEEDED,10,10.00%,62.16%,4.810,23.4609375,,10,0,0,0,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,0.00%,40.00%,0.150,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,6,6.00%,47.14%,0.180,7.4609375,,6,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,RUNTIME_ERROR,1,1.00%,16.13%,0.720,11.58984375,,1,0,0,0,0,0,0,0
2023-sp_Council,TIME_LIMIT_EXCEEDED,41,41.00%,88.10%,3.620,3.875,,8,8,6,19,0,0,0,0
2023-sp_Mizuyokan_2,RUNTIME_ERROR,0,0.00%,0.00%,0.160,3.10546875,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,0.00%,6.67%,0.140,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,ACCEPTED,100,100.00%,100.00%,0.160,1.5546875,,6,7,12,45,15,15,0,0
2023-sp_Tourism,TIME_LIMIT_EXCEEDED,23,23.00%,67.80%,4.820,22.33203125,,5,0,0,18,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,0,0.00%,5.95%,0.170,2.84765625,,0,0,0,0,0,0,0,0
2023-sp_Bitaro’s_travel,TIME_LIMIT_EXCEEDED,15,15.00%,77.88%,2.400,2.84765625,,5,10,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,TIME_LIMIT_EXCEEDED,25,25.00%,82.20%,2.480,4.5078125,,25,0,0,0,0,0,0,0
2023-ho-t2_Advertisement_2,ACCEPTED,100,100.00%,100.00%,0.260,9.03515625,,10,23,36,31,0,0,0,0
2023-ho-t3_Maze,TIME_LIMIT_EXCEEDED,27,27.00%,78.68%,2.400,12.46875,,8,19,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,3.00%,45.36%,2.980,1.80859375,,3,0,0,0,0,0,0,0
TOTAL,,370,,46.33%,,,10.00%,,,,,,,,
