problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,ACCEPTED,100,100.00%,0.670,56.48828125,,5,20,10,6,12,20,27,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,6,36.57%,0.120,1.5546875,,6,0,0,0,0,0,0,0
2024-open-t3_Library_3,ACCEPTED,100,100.00%,0.310,1.54296875,,2,19,79,0,0,0,0,0
2024-sp_Fish_3,ACCEPTED,100,100.00%,0.230,90.64453125,,9,7,28,20,36,0,0,0
2024-sp_Ski_2,RUNTIME_ERROR,0,0.85%,0.130,2.8359375,,0,0,0,0,0,0,0,0
2024-sp_Spy_3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,RUNTIME_ERROR,17,36.04%,0.150,8.671875,,3,7,7,0,0,0,0,0
2024-sp_Tricolor_Lights,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,TIME_LIMIT_EXCEEDED,30,76.69%,5.940,39.14453125,,4,5,21,0,0,0,0,0
2024-sp_Card_Collection,RUNTIME_ERROR,11,70.38%,0.140,1.55078125,,11,0,0,0,0,0,0,0
2024-sp_JOI_Tour,TIME_LIMIT_EXCEEDED,52,55.41%,3.620,20.62109375,,6,8,6,16,16,0,0,0
2024-sp_Tower,RUNTIME_ERROR,5,52.63%,0.170,26.9453125,,5,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,TIME_LIMIT_EXCEEDED,54,75.13%,2.410,38.84765625,,6,8,17,23,0,0,0,0
2024-sp_Island_Hopping,RUNTIME_ERROR,65,65.52%,0.130,1.54296875,,2,4,0,9,13,15,22,0
2024-sp_Table_Tennis,RUNTIME_ERROR,5,61.55%,0.250,75.0234375,,5,0,0,0,0,0,0,0
2024-ho-t1_Room_Temperature,ACCEPTED,100,100.00%,0.070,9.03515625,,15,5,30,35,15,0,0,0
2024-ho-t2_Construction_Project_2,ACCEPTED,100,100.00%,0.250,27.58984375,,8,16,29,47,0,0,0,0
2024-ho-t3_Marathon_Race_2,RUNTIME_ERROR,7,58.82%,0.000,0,,7,0,0,0,0,0,0,0
2024-ho-t4_Gift_Exchange,TIME_LIMIT_EXCEEDED,50,79.30%,2.980,13.5,,4,5,10,31,0,0,0,0
2024-ho-t5_Road_Service_2,TIME_LIMIT_EXCEEDED,16,61.73%,3.640,109.9140625,,10,6,0,0,0,0,0,0
TOTAL,,818,61.53%,,,25.00%,,,,,,,,
