problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.120,5.109375,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.070,0.00390625,,5,5,2,3,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,2.00%,0.090,14.9609375,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,0.00%,12.39%,0.110,5.421875,,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,1.100,107.765625,,5,5,7,8,0,0,0
d1p2,RUNTIME_ERROR,0,0.00%,0.00%,2.060,207.4765625,,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,1,4.00%,5.13%,0.410,20.27734375,,1,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,0,0.00%,0.00%,0.040,0.00390625,,0,0,0,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,0,0.00%,8.94%,4.830,33.77734375,,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,6.90%,4.810,28.10546875,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.040,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.060,2.33203125,,6,7,2,0,0,0,0
j4,RUNTIME_ERROR,3,20.00%,35.48%,0.040,2.07421875,,3,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.050,1.55078125,,1,4,5,5,0,0,0
TOTAL,,119,,48.18%,,,43.75%,,,,,,,
