competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,gpt-oss-120b-high,49684,63.28%,0.44,60.86,47.50%
APIO-2023,gpt-oss-120b-high,31,22.42%,0.30,29.92,0.00%
APIO-2024,gpt-oss-120b-high,105,39.29%,0.20,12.71,33.33%
BOI-2023,gpt-oss-120b-high,136,56.50%,0.89,3.77,16.67%
BOI-2024,gpt-oss-120b-high,375,73.06%,0.24,29.77,50.00%
BOI-2025,gpt-oss-120b-high,100,19.61%,0.26,37.33,16.67%
CCO-2023,gpt-oss-120b-high,206,75.21%,0.11,16.62,62.50%
CCO-2024,gpt-oss-120b-high,197,70.66%,0.16,21.10,68.75%
CEOI-2023,gpt-oss-120b-high,130,37.42%,0.72,427.20,0.00%
CEOI-2024,gpt-oss-120b-high,224,66.65%,0.51,104.86,33.33%
COCI-2023,gpt-oss-120b-high,1690,77.39%,0.12,10.34,76.00%
COCI-2024,gpt-oss-120b-high,1914,87.74%,0.15,15.22,84.00%
COCI-2025,gpt-oss-120b-high,1713,81.48%,0.19,27.61,76.00%
EGOI-2023,gpt-oss-120b-high,300,37.50%,0.07,6.04,37.50%
EGOI-2024,gpt-oss-120b-high,436,59.69%,0.09,9.25,50.00%
EJOI-2023,gpt-oss-120b-high,400,67.49%,0.25,44.81,66.67%
EJOI-2024,gpt-oss-120b-high,419,75.64%,0.37,43.01,66.67%
IATI-2024,gpt-oss-120b-high,424,42.38%,0.32,54.49,18.18%
IOI-2023,gpt-oss-120b-high,133,32.69%,0.57,36.72,16.67%
IOI-2024,gpt-oss-120b-high,167,49.53%,0.61,420.58,16.67%
JOI-2023,gpt-oss-120b-high,681,49.71%,0.45,28.61,30.00%
JOI-2024,gpt-oss-120b-high,670,49.73%,0.79,69.92,25.00%
JOI-2025,gpt-oss-120b-high,279,67.66%,1.01,53.60,40.00%
NOINordic-2023,gpt-oss-120b-high,246,90.14%,0.37,97.73,66.67%
NOINordic-2024,gpt-oss-120b-high,149,68.81%,0.55,5.57,33.33%
NOINordic-2025,gpt-oss-120b-high,300,100.00%,0.73,40.81,100.00%
OOI-2023,gpt-oss-120b-high,1228,79.74%,0.61,77.20,58.82%
OOI-2024,gpt-oss-120b-high,1236,78.06%,0.91,52.71,64.71%
RMI-2023,gpt-oss-120b-high,425,76.29%,0.43,35.00,66.67%
RMI-2024,gpt-oss-120b-high,216,47.32%,1.04,52.30,16.67%
USACO-2023,gpt-oss-120b-high,12587,80.23%,0.39,22.61,72.92%
USACO-2024,gpt-oss-120b-high,12756,81.39%,0.46,40.11,75.00%
USACO-2025,gpt-oss-120b-high,9811,83.64%,0.36,19.95,80.56%
