competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,5471,811,941,259,577,4140,266,2311
APIO-2023,0,0,2,0,1,19,0,2
APIO-2024,3,0,0,0,8,5,0,8
BOI-2023,7,0,9,0,1,21,0,10
BOI-2024,13,0,0,0,0,25,0,10
BOI-2025,2,0,11,1,0,29,1,4
CCO-2023,52,0,1,1,2,48,0,24
CCO-2024,72,0,5,0,2,28,0,21
CEOI-2023,0,0,10,1,12,19,0,6
CEOI-2024,6,0,1,0,2,30,0,9
COCI-2023,120,0,3,1,4,35,8,29
COCI-2024,118,0,9,1,2,43,0,27
COCI-2025,116,4,2,2,0,37,16,23
EGOI-2023,17,0,0,0,0,32,8,7
EGOI-2024,13,0,2,0,1,30,0,18
EJOI-2023,13,0,4,0,2,21,0,8
EJOI-2024,22,0,9,0,0,10,0,7
IATI-2024,14,8,10,1,1,36,1,17
IOI-2023,1,0,1,0,5,36,0,5
IOI-2024,1,0,6,1,3,30,0,7
JOI-2023,25,0,4,3,13,78,1,36
JOI-2024,19,0,13,7,22,60,2,37
JOI-2025,14,0,3,1,3,15,0,4
NOINordic-2023,14,0,1,0,0,5,2,2
NOINordic-2024,8,0,2,0,0,12,0,2
NOINordic-2025,16,0,4,0,0,2,0,2
OOI-2023,39,0,20,9,0,38,8,22
OOI-2024,46,0,7,1,0,46,10,26
RMI-2023,17,0,6,1,2,17,0,5
RMI-2024,1,0,15,1,2,21,1,7
USACO-2023,210,78,20,9,6,13,0,48
USACO-2024,186,63,20,10,16,32,0,57
USACO-2025,154,56,12,7,7,16,0,36
