problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,ACCEPTED,50,100.00%,100.00%,0.040,0,,11,39,0,0,0
dirigent,ACCEPTED,70,100.00%,100.00%,0.130,3.6171875,,15,20,35,0,0
baltazar,TIME_LIMIT_EXCEEDED,0,0.00%,46.88%,4.810,49.67578125,,0,0,0,0,0
bomboni,ACCEPTED,110,100.00%,100.00%,0.540,483.91796875,,13,17,33,47,0
skrivaca,RUNTIME_ERROR,0,0.00%,0.00%,0.130,14.96484375,,0,0,0,0,0
kalendar,ACCEPTED,50,100.00%,100.00%,0.000,0,,7,19,24,0,0
diskurs,TIME_LIMIT_EXCEEDED,20,28.57%,22.00%,2.410,1.81640625,,20,0,0,0,0
logaritam,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
slasticarnica,RUNTIME_ERROR,0,0.00%,2.50%,0.070,1.5625,,0,0,0,0,0
zastave,RUNTIME_ERROR,63,57.27%,66.67%,0.050,0.00390625,,41,22,0,0,0
7krokods,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zrinka,RUNTIME_ERROR,35,50.00%,40.00%,0.050,0.00390625,,15,20,0,0,0
bojanje,RUNTIME_ERROR,30,27.27%,53.33%,0.050,0.00390625,,30,0,0,0,0
mreza,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
vrsta,ACCEPTED,110,100.00%,100.00%,0.420,28.82421875,,19,26,29,36,0
tramvaji,ACCEPTED,50,100.00%,100.00%,0.050,0.00390625,,12,13,25,0,0
ekspert,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
lampice,RUNTIME_ERROR,0,0.00%,4.76%,0.050,0.00390625,,0,0,0,0,0
prijateljice,ACCEPTED,110,100.00%,100.00%,0.100,14.1171875,,20,30,60,0,0
kruhologija,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,100.00%,0.000,0,,5,15,30,0,0
cokolade,TIME_LIMIT_EXCEEDED,15,21.43%,25.00%,1.210,2.07421875,,15,0,0,0,0
berilij,RUNTIME_ERROR,0,0.00%,2.27%,0.120,12.390625,,0,0,0,0,0
iksevi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
neboderi,ACCEPTED,110,100.00%,100.00%,0.690,5.1640625,,11,22,27,18,32
TOTAL,,873,,46.54%,,,36.00%,,,,,
