problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,TIME_LIMIT_EXCEEDED,20,20.00%,61.47%,2.400,61.40234375,,0,20,0,0,0,0,0,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,0,0.00%,20.85%,0.160,3.1015625,,0,0,0,0,0,0,0,0
2024-open-t3_Library_3,RUNTIME_ERROR,0,0.00%,18.37%,0.150,1.484375,,0,0,0,0,0,0,0,0
2024-sp_Fish_3,TIME_LIMIT_EXCEEDED,9,9.00%,37.93%,2.450,47.1015625,,9,0,0,0,0,0,0,0
2024-sp_Ski_2,TIME_LIMIT_EXCEEDED,0,0.00%,1.69%,2.480,6.50390625,,0,0,0,0,0,0,0,0
2024-sp_Spy_3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,RUNTIME_ERROR,3,3.00%,8.07%,0.160,4.38671875,,3,0,0,0,0,0,0,0
2024-sp_Tricolor_Lights,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,TIME_LIMIT_EXCEEDED,30,30.00%,76.69%,5.830,42.54296875,,4,5,21,0,0,0,0,0
2024-sp_Card_Collection,TIME_LIMIT_EXCEEDED,11,11.00%,70.38%,4.800,10.0625,,11,0,0,0,0,0,0,0
2024-sp_JOI_Tour,TIME_LIMIT_EXCEEDED,52,52.00%,55.41%,3.610,36.52734375,,6,8,6,16,16,0,0,0
2024-sp_Tower,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,TIME_LIMIT_EXCEEDED,14,14.00%,51.28%,2.440,26.859375,,6,8,0,0,0,0,0,0
2024-sp_Island_Hopping,RUNTIME_ERROR,4,4.00%,6.90%,0.170,1.55078125,,0,4,0,0,0,0,0,0
2024-sp_Table_Tennis,TIME_LIMIT_EXCEEDED,62,62.00%,85.15%,1.250,96.9453125,,5,4,23,30,0,0,0,0
2024-ho-t1_Room_Temperature,TIME_LIMIT_EXCEEDED,85,85.00%,92.04%,2.510,96.6875,,15,5,30,35,0,0,0,0
2024-ho-t2_Construction_Project_2,ACCEPTED,100,100.00%,100.00%,0.390,39.8828125,,8,16,29,47,0,0,0,0
2024-ho-t3_Marathon_Race_2,TIME_LIMIT_EXCEEDED,52,52.00%,87.97%,1.860,214.6171875,,7,7,10,28,0,0,0,0
2024-ho-t4_Gift_Exchange,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-ho-t5_Road_Service_2,RUNTIME_ERROR,0,0.00%,0.00%,0.350,113.64453125,,0,0,0,0,0,0,0,0
TOTAL,,442,,38.71%,,,5.00%,,,,,,,,
