problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,RUNTIME_ERROR,16,16.00%,79.23%,7.110,428.28125,,4,12,0,0,0,0,0,0
2023-open-t3_Garden,RUNTIME_ERROR,0,0.00%,17.78%,0.170,5.16015625,,0,0,0,0,0,0,0,0
2023-sp_Two_Currencies,TIME_LIMIT_EXCEEDED,10,10.00%,62.16%,4.810,32.671875,,10,0,0,0,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,0.00%,40.00%,0.140,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,6,6.00%,43.28%,0.170,4.3984375,,6,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,RUNTIME_ERROR,1,1.00%,12.90%,0.210,13.125,,1,0,0,0,0,0,0,0
2023-sp_Council,TIME_LIMIT_EXCEEDED,41,41.00%,87.60%,3.610,125.82421875,,8,8,6,19,0,0,0,0
2023-sp_Mizuyokan_2,RUNTIME_ERROR,0,0.00%,0.00%,0.170,2.33203125,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,0.00%,42.06%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,13,13.00%,70.88%,0.160,1.8046875,,6,7,0,0,0,0,0,0
2023-sp_Tourism,TIME_LIMIT_EXCEEDED,5,5.00%,44.56%,4.830,26.66796875,,5,0,0,0,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,0,0.00%,5.95%,0.180,2.07421875,,0,0,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,RUNTIME_ERROR,0,0.00%,32.10%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t2_Advertisement_2,RUNTIME_ERROR,10,10.00%,39.66%,0.250,12.8984375,,10,0,0,0,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,8,8.00%,43.10%,0.160,13.23046875,,8,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,3,3.00%,45.36%,2.980,2.8359375,,3,0,0,0,0,0,0,0
TOTAL,,113,,35.09%,,,0.00%,,,,,,,,
