competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Qwen3-8B,19146,29.75%,0.74,62.27,12.79%
APIO-2023,Qwen3-8B,31,22.70%,0.73,10.66,0.00%
APIO-2024,Qwen3-8B,19,10.12%,0.50,404.94,0.00%
BOI-2023,Qwen3-8B,9,27.01%,1.01,0.51,0.00%
BOI-2024,Qwen3-8B,21,21.00%,0.22,1.73,0.00%
BOI-2025,Qwen3-8B,0,6.30%,0.67,28.30,0.00%
CCO-2023,Qwen3-8B,123,50.82%,0.18,12.01,31.25%
CCO-2024,Qwen3-8B,130,50.35%,0.12,8.58,50.00%
CEOI-2023,Qwen3-8B,0,1.53%,0.05,1.12,0.00%
CEOI-2024,Qwen3-8B,22,36.29%,1.86,76.40,0.00%
COCI-2023,Qwen3-8B,873,46.54%,0.44,24.73,36.00%
COCI-2024,Qwen3-8B,1042,54.68%,0.42,15.43,48.00%
COCI-2025,Qwen3-8B,744,41.85%,0.58,42.73,32.00%
EGOI-2023,Qwen3-8B,100,15.79%,0.20,127.44,12.50%
EGOI-2024,Qwen3-8B,32,23.46%,0.35,76.77,0.00%
EJOI-2023,Qwen3-8B,59,14.03%,0.82,46.96,0.00%
EJOI-2024,Qwen3-8B,111,27.83%,1.20,22.25,16.67%
IATI-2024,Qwen3-8B,221,28.66%,0.24,60.16,9.09%
IOI-2023,Qwen3-8B,13,7.28%,0.33,8.71,0.00%
IOI-2024,Qwen3-8B,92,28.70%,0.79,820.40,0.00%
JOI-2023,Qwen3-8B,325,32.91%,0.89,4.39,10.00%
JOI-2024,Qwen3-8B,139,18.63%,0.27,11.25,5.00%
JOI-2025,Qwen3-8B,110,28.91%,1.09,21.75,20.00%
NOINordic-2023,Qwen3-8B,179,71.48%,0.58,12.98,33.33%
NOINordic-2024,Qwen3-8B,23,27.34%,0.54,4.48,0.00%
NOINordic-2025,Qwen3-8B,67,20.54%,3.78,7.42,0.00%
OOI-2023,Qwen3-8B,535,41.70%,0.28,6.12,17.65%
OOI-2024,Qwen3-8B,667,55.37%,1.69,13.47,29.41%
RMI-2023,Qwen3-8B,4,11.33%,0.71,4.26,0.00%
RMI-2024,Qwen3-8B,100,26.22%,0.36,60.94,0.00%
USACO-2023,Qwen3-8B,5547,39.14%,1.20,30.85,22.92%
USACO-2024,Qwen3-8B,5027,35.32%,0.68,8.23,18.75%
USACO-2025,Qwen3-8B,2781,28.16%,0.75,16.72,16.67%
