problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_Forklift_Certified,TIME_LIMIT_EXCEEDED,0,6.25%,2.220,87.8046875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Lazy_Sort,WRONG_ANSWER,0,6.67%,0.140,77.61328125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Package_Pickup,MEMORY_LIMIT_EXCEEDED,0,10.00%,0.160,271.51953125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Moo_Decomposition,TIME_LIMIT_EXCEEDED,143,52.00%,2.230,57.546875,,0,15.873015873015872,0,0,0,0,0,0,0,0,0,0,15.873015873015872,0,0,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872
gold_Election_Queries,TIME_LIMIT_EXCEEDED,128,46.67%,3.340,13.20703125,,0,25.64102564102564,0,0,0,0,0,0,0,0,0,0,25.64102564102564,0,0,25.64102564102564,25.64102564102564,25.64102564102564,0,0,0,0
gold_OohMoo_Milk,RUNTIME_ERROR,59,20.00%,0.050,2.07421875,,0,19.6078431372549,0,19.6078431372549,0,0,0,0,0,19.6078431372549,0,0,0,0,0,0,0,0,0,0,0,0
silver_Sequence_Construction,WRONG_ANSWER,0,0.00%,0.040,0.00390625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Compatible_Pairs,ACCEPTED,333,100.00%,0.910,98.06640625,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
silver_Ski_Slope,ACCEPTED,333,100.00%,0.170,42.35546875,,0,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,0,0,0,20.833333333333332,0,0,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332
bronze_Hoof_Paper_Scissors_Minus_One,ACCEPTED,333,100.00%,0.060,9.80078125,,0,30.3030303030303,30.3030303030303,30.3030303030303,0,0,0,0,0,0,0,0,30.3030303030303,0,0,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303
