problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,ACCEPTED,15,100.00%,100.00%,0.050,3.015625,,3,3,5,4,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.040,1.55859375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,1.19%,0.030,1.81640625,,0,0,0,0,0,0,0,0
s4,ACCEPTED,15,100.00%,100.00%,0.180,1.80859375,,3,6,6,0,0,0,0,0
s5,RUNTIME_ERROR,3,20.00%,28.12%,0.070,5.4765625,,3,0,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,100.00%,0.090,9.03515625,,3,3,4,4,4,7,0,0
d1p2,RUNTIME_ERROR,0,0.00%,1.90%,0.100,24.24609375,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.060,40.73828125,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,4.00%,29.46%,0.040,1.546875,,1,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,2,8.00%,9.38%,0.120,32.125,,2,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,10,40.00%,64.15%,1.210,9.06640625,,5,5,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,ACCEPTED,15,100.00%,100.00%,0.050,3.015625,,3,3,5,4,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.000,0,,2,2,2,9,0,0,0,0
TOTAL,,161,,64.94%,,,56.25%,,,,,,,,
