problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,RUNTIME_ERROR,0,0.00%,0.040,1.48046875,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-open-t3_Garden,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Two_Currencies,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,13.33%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,0,9.43%,0.050,0,,0,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,TIME_LIMIT_EXCEEDED,1,12.90%,0.060,10.34375,,1,0,0,0,0,0,0,0
2023-sp_Council,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Mizuyokan_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,6.67%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,6,55.56%,0.050,0.00390625,,6,0,0,0,0,0,0,0
2023-sp_Tourism,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,0,5.95%,0.060,4.39453125,,0,0,0,0,0,0,0,0
2023-sp_Bitaro’s_travel,RUNTIME_ERROR,0,5.17%,0.050,0.00390625,,0,0,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,RUNTIME_ERROR,0,34.94%,0.050,0.00390625,,0,0,0,0,0,0,0,0
2023-ho-t2_Advertisement_2,RUNTIME_ERROR,10,31.48%,0.150,22.17578125,,10,0,0,0,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,RUNTIME_ERROR,0,7.25%,0.060,3.1015625,,0,0,0,0,0,0,0,0
TOTAL,,17,9.13%,,,0.00%,,,,,,,,
