problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,6,52.50%,0.040,1.55859375,,3,3,0,0,0,0,0,0
s2,TIME_LIMIT_EXCEEDED,5,38.71%,1.120,1.55859375,,5,0,0,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,3,22.06%,0.040,0.00390625,,3,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,0,0.00%,1.660,2.359375,,0,0,0,0,0,0,0,0
d1p1,MEMORY_LIMIT_EXCEEDED,0,5.71%,0.500,1103.70703125,,0,0,0,0,0,0,0,0
d1p2,TIME_LIMIT_EXCEEDED,0,1.90%,5.540,93.0859375,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,4.81%,0.090,13.03515625,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,3,27.68%,0.040,1.6796875,,0,3,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,0,1.56%,0.120,19.86328125,,0,0,0,0,0,0,0,0
d2p3,RUNTIME_ERROR,0,0.00%,0.360,2.7890625,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,6,52.50%,0.000,0,,3,3,0,0,0,0,0,0
j5,RUNTIME_ERROR,6,72.22%,0.000,0,,2,2,2,0,0,0,0,0
TOTAL,,74,36.23%,,,18.75%,,,,,,,,
