problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,RUNTIME_ERROR,3,35.00%,0.010,0.00390625,,3,0,0,0,0,0,0,0
s2,ACCEPTED,15,100.00%,0.030,1.55859375,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,13.10%,0.020,8.7734375,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,6,32.35%,0.240,32.234375,,0,6,0,0,0,0,0,0
s5,RUNTIME_ERROR,4,50.00%,0.010,0.00390625,,0,4,0,0,0,0,0,0
d1p1,ACCEPTED,25,100.00%,0.060,20.37890625,,3,3,4,4,4,7,0,0
d1p2,RUNTIME_ERROR,0,1.90%,0.080,54.66796875,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,4.81%,0.070,20.375,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,27.68%,0.010,1.4921875,,1,0,0,0,0,0,0,0
d2p2,RUNTIME_ERROR,2,9.38%,0.130,35.1953125,,2,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,43.40%,1.220,4.39453125,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.010,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,RUNTIME_ERROR,3,35.00%,0.010,0.00390625,,3,0,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,0.010,0,,2,2,2,9,0,0,0,0
TOTAL,,121,53.29%,,,37.50%,,,,,,,,
