problem,model,status,score,relative_score,%test passed,time,memory
2023-sp_Two_Currencies,Qwen3-14B,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Festivals_in_JOI_Kingdom_2,Qwen3-14B,RUNTIME_ERROR,0,0.00%,40.00%,0.000,0
2023-sp_Passport,Qwen3-14B,RUNTIME_ERROR,6,6.00%,47.14%,0.180,8.51953125
2023-sp_Belt_Conveyor,Qwen3-14B,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Council,Qwen3-14B,TIME_LIMIT_EXCEEDED,41,41.00%,87.60%,3.600,5.42578125
2023-sp_Mizuyokan_2,Qwen3-14B,RUNTIME_ERROR,0,0.00%,0.00%,0.180,3.10546875
2023-sp_Chorus,Qwen3-14B,RUNTIME_ERROR,0,0.00%,6.67%,0.150,0
2023-sp_Cookies,Qwen3-14B,ACCEPTED,100,100.00%,100.00%,0.240,1.80859375
2023-sp_Tourism,Qwen3-14B,TIME_LIMIT_EXCEEDED,10,10.00%,69.33%,4.840,14.44140625
2023-sp_Super_Dango_Maker,Qwen3-14B,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2023-sp_Security_Guard,Qwen3-14B,RUNTIME_ERROR,0,0.00%,5.95%,0.180,11.8203125
2023-sp_Bitaro’s_travel,Qwen3-14B,TIME_LIMIT_EXCEEDED,15,15.00%,77.88%,2.400,13.66796875
