problem,model,status,score,%test passed,time,memory
2024-sp_Fish_3,seed-oss_16384,TIME_LIMIT_EXCEEDED,9,37.93%,2.410,94.1796875
2024-sp_Ski_2,seed-oss_16384,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Spy_3,seed-oss_16384,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Board_Game,seed-oss_16384,RUNTIME_ERROR,3,8.07%,0.030,3.87109375
2024-sp_Tricolor_Lights,seed-oss_16384,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Growing_Vegetables_is_Fun_5,seed-oss_16384,TIME_LIMIT_EXCEEDED,30,76.69%,5.970,47.1875
2024-sp_Card_Collection,seed-oss_16384,RUNTIME_ERROR,0,16.67%,0.030,0
2024-sp_JOI_Tour,seed-oss_16384,TIME_LIMIT_EXCEEDED,52,55.41%,3.610,45.109375
2024-sp_Tower,seed-oss_16384,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Escape_Route_2,seed-oss_16384,TIME_LIMIT_EXCEEDED,6,30.37%,2.410,9.8046875
2024-sp_Island_Hopping,seed-oss_16384,RUNTIME_ERROR,11,10.34%,0.030,1.55078125
2024-sp_Table_Tennis,seed-oss_16384,ACCEPTED,100,100.00%,0.070,13.41796875
