problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,ACCEPTED,100,100.00%,100.00%,0.630,964.38671875,,5,20,10,6,12,20,27,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,6,6.00%,36.57%,0.020,0.00390625,,6,0,0,0,0,0,0,0
2024-open-t3_Library_3,RUNTIME_ERROR,0,0.00%,6.67%,0.020,1.484375,,0,0,0,0,0,0,0,0
2024-sp_Fish_3,ACCEPTED,100,100.00%,100.00%,0.210,84.1953125,,9,7,28,20,36,0,0,0
2024-sp_Ski_2,RUNTIME_ERROR,0,0.00%,19.40%,0.180,8.3984375,,0,0,0,0,0,0,0,0
2024-sp_Spy_3,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,RUNTIME_ERROR,10,10.00%,27.72%,0.030,5.41796875,,3,7,0,0,0,0,0,0
2024-sp_Tricolor_Lights,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,TIME_LIMIT_EXCEEDED,30,30.00%,76.69%,5.980,189.08203125,,4,5,21,0,0,0,0,0
2024-sp_Card_Collection,RUNTIME_ERROR,0,0.00%,16.67%,0.020,0,,0,0,0,0,0,0,0,0
2024-sp_JOI_Tour,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Tower,RUNTIME_ERROR,0,0.00%,17.39%,0.260,73.94140625,,0,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,TIME_LIMIT_EXCEEDED,6,6.00%,43.05%,2.410,87.546875,,6,0,0,0,0,0,0,0
2024-sp_Island_Hopping,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Table_Tennis,RUNTIME_ERROR,5,5.00%,44.35%,0.030,13.41796875,,5,0,0,0,0,0,0,0
2024-ho-t1_Room_Temperature,ACCEPTED,100,100.00%,100.00%,0.080,5.16796875,,15,5,30,35,15,0,0,0
2024-ho-t2_Construction_Project_2,ACCEPTED,100,100.00%,100.00%,0.210,27.58984375,,8,16,29,47,0,0,0,0
2024-ho-t3_Marathon_Race_2,RUNTIME_ERROR,7,7.00%,58.82%,0.000,0,,7,0,0,0,0,0,0,0
2024-ho-t4_Gift_Exchange,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-ho-t5_Road_Service_2,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
TOTAL,,464,,37.37%,,,20.00%,,,,,,,,
