problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_22,subtask_23,subtask_24,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_Identity_Theft,RUNTIME_ERROR,50,15.62%,20.00%,0.150,28.9453125,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,16.666666666666664,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0
platinum_Splitting_Haybales,TIME_LIMIT_EXCEEDED,17,5.31%,13.64%,2.420,4.39453125,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Activating_Robots,RUNTIME_ERROR,200,62.50%,58.33%,0.140,2.015625,,0,16.666666666666664,0,0,16.666666666666664,0,0,16.666666666666664,16.666666666666664,0,0,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0,0,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0
gold_Cowreography,WRONG_ANSWER,100,31.25%,39.13%,0.130,9.0859375,,0,16.666666666666664,0,0,0,16.666666666666664,0,0,16.666666666666664,0,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0
gold_Grass_Segments,ACCEPTED,333,103.10%,100.00%,0.820,91.0859375,,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,0,0,19.6078431372549,0,0,0,0,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549
gold_Smaller_Averages,TIME_LIMIT_EXCEEDED,188,58.75%,65.00%,2.460,2.33203125,,0,20.833333333333332,0,20.833333333333332,20.833333333333332,20.833333333333332,0,0,0,0,0,0,20.833333333333332,0,0,0,0,0,20.833333333333332,20.833333333333332,20.833333333333332,20.833333333333332,0,0,0
silver_Bessies_Interview,WRONG_ANSWER,33,10.31%,14.29%,0.190,7.7421875,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0
silver_Painting_Fence_Posts,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_The_Winning_Gene,WRONG_ANSWER,44,13.33%,12.50%,0.230,1.69921875,,0,22.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222222222,0,0
bronze_Logical_Moos,WRONG_ANSWER,181,58.01%,53.85%,0.230,9.75,,0,13.888888888888888,13.888888888888888,0,0,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,13.888888888888888,0,0,13.888888888888888,13.888888888888888,13.888888888888888,0,0,0,13.888888888888888,13.888888888888888,0,13.888888888888888,0,0,0
