problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,ACCEPTED,50,100.00%,100.00%,0.000,0,,11,39,0,0,0
dirigent,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
baltazar,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bomboni,MEMORY_LIMIT_EXCEEDED,30,27.27%,40.00%,1.990,613.45703125,,13,17,0,0,0
skrivaca,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
kalendar,ACCEPTED,50,100.00%,100.00%,0.000,0,,7,19,24,0,0
diskurs,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
logaritam,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
slasticarnica,RUNTIME_ERROR,0,0.00%,2.50%,0.060,2.84765625,,0,0,0,0,0
zastave,RUNTIME_ERROR,0,0.00%,20.63%,0.060,2.0703125,,0,0,0,0,0
7krokods,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zrinka,RUNTIME_ERROR,20,28.57%,20.00%,0.050,0.00390625,,0,20,0,0,0
bojanje,RUNTIME_ERROR,0,0.00%,6.67%,0.050,0,,0,0,0,0,0
mreza,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
tramvaji,RUNTIME_ERROR,13,26.00%,25.00%,0.050,0.00390625,,0,13,0,0,0
ekspert,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
lampice,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
prijateljice,RUNTIME_ERROR,0,0.00%,32.00%,0.050,0,,0,0,0,0,0
kruhologija,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,100.00%,0.000,0,,5,15,30,0,0
cokolade,TIME_LIMIT_EXCEEDED,15,21.43%,25.00%,1.220,3.92578125,,15,0,0,0,0
berilij,RUNTIME_ERROR,0,0.00%,2.27%,0.120,10.83984375,,0,0,0,0,0
iksevi,RUNTIME_ERROR,0,0.00%,0.00%,0.090,81.4765625,,0,0,0,0,0
neboderi,TIME_LIMIT_EXCEEDED,33,30.00%,38.89%,2.980,5.109375,,11,22,0,0,0
TOTAL,,261,,21.37%,,,12.50%,,,,,
