problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5
autobus,RUNTIME_ERROR,0,0.00%,16.33%,0.060,0.00390625,,0,0,0,0,0,0
bojanje,RUNTIME_ERROR,0,0.00%,4.35%,0.000,0,,0,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
procesor,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
wow,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
zid,TIME_LIMIT_EXCEEDED,38,54.29%,66.67%,1.210,2.58984375,,17,21,0,0,0,0
tornjevi,TIME_LIMIT_EXCEEDED,61,67.78%,79.63%,2.420,9.03125,,7,11,17,0,26,0
crtez,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
sah,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
benzinska,ACCEPTED,70,100.00%,100.00%,0.100,9.234375,,15,30,25,0,0,0
xor,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
cipele,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,2.410,32.74609375,,0,0,0,0,0,0
tura,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
paradoks,RUNTIME_ERROR,0,0.00%,5.13%,0.000,0,,0,0,0,0,0,0
blistavost,RUNTIME_ERROR,0,0.00%,9.84%,0.060,1.5546875,,0,0,0,0,0,0
trokuti,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
osobna,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0
skokovi,ACCEPTED,70,100.00%,100.00%,0.160,12.8984375,,20,25,25,0,0,0
hijerarhija,TIME_LIMIT_EXCEEDED,22,24.44%,41.67%,3.630,21.203125,,7,0,0,15,0,0
uciteljica,TIME_LIMIT_EXCEEDED,0,0.00%,3.28%,5.990,109.05859375,,0,0,0,0,0,0
zbunjenost,RUNTIME_ERROR,0,0.00%,1.61%,0.180,267.34765625,,0,0,0,0,0,0
TOTAL,,261,,19.48%,,,9.09%,,,,,,
