problem_id,model,solution_file,status,score,tests_passed,execution_time,memory_usage
APIO-2023-contest-abc,Qwen2.5-Coder-7B-Instruct,abc_Qwen2.5-Coder-7B-Instruct_0.cpp,RUNTIME_ERROR,0,0.00%,0.010,5.13671875
APIO-2023-contest-abc,Qwen2.5-Coder-7B-Instruct,abc_Qwen2.5-Coder-7B-Instruct_1.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.34375
APIO-2023-contest-abc,Qwen2.5-Coder-7B-Instruct,abc_Qwen2.5-Coder-7B-Instruct_2.cpp,RUNTIME_ERROR,0,0.00%,0.060,5.203125
APIO-2023-contest-abc,Qwen2.5-Coder-7B-Instruct,abc_Qwen2.5-Coder-7B-Instruct_3.cpp,RUNTIME_ERROR,0,0.00%,0.130,12.0234375
APIO-2023-contest-abc,Qwen2.5-Coder-7B-Instruct,abc_Qwen2.5-Coder-7B-Instruct_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-abc,Qwen2.5-Coder-7B-Instruct,abc_Qwen2.5-Coder-7B-Instruct_5.cpp,RUNTIME_ERROR,0,0.00%,0.010,5.33984375
APIO-2023-contest-abc,Qwen2.5-Coder-7B-Instruct,abc_Qwen2.5-Coder-7B-Instruct_6.cpp,RUNTIME_ERROR,0,0.00%,0.130,12.15234375
APIO-2023-contest-abc,Qwen2.5-Coder-7B-Instruct,abc_Qwen2.5-Coder-7B-Instruct_7.cpp,RUNTIME_ERROR,0,0.00%,0.070,5.21875
APIO-2023-contest-cyberland,Qwen2.5-Coder-7B-Instruct,cyberland_Qwen2.5-Coder-7B-Instruct_0.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen2.5-Coder-7B-Instruct,cyberland_Qwen2.5-Coder-7B-Instruct_1.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.800,2456.44140625
APIO-2023-contest-cyberland,Qwen2.5-Coder-7B-Instruct,cyberland_Qwen2.5-Coder-7B-Instruct_2.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-cyberland,Qwen2.5-Coder-7B-Instruct,cyberland_Qwen2.5-Coder-7B-Instruct_3.cpp,TIME_LIMIT_EXCEEDED,0,1.22%,3.010,479.04296875
APIO-2023-contest-cyberland,Qwen2.5-Coder-7B-Instruct,cyberland_Qwen2.5-Coder-7B-Instruct_4.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.820,2447.41796875
APIO-2023-contest-cyberland,Qwen2.5-Coder-7B-Instruct,cyberland_Qwen2.5-Coder-7B-Instruct_5.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.800,2456.44140625
APIO-2023-contest-cyberland,Qwen2.5-Coder-7B-Instruct,cyberland_Qwen2.5-Coder-7B-Instruct_6.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.790,2447.09765625
APIO-2023-contest-cyberland,Qwen2.5-Coder-7B-Instruct,cyberland_Qwen2.5-Coder-7B-Instruct_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen2.5-Coder-7B-Instruct,sequence_Qwen2.5-Coder-7B-Instruct_0.cpp,TIME_LIMIT_EXCEEDED,11,44.92%,1.800,27.59765625
APIO-2023-contest-sequence,Qwen2.5-Coder-7B-Instruct,sequence_Qwen2.5-Coder-7B-Instruct_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen2.5-Coder-7B-Instruct,sequence_Qwen2.5-Coder-7B-Instruct_2.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen2.5-Coder-7B-Instruct,sequence_Qwen2.5-Coder-7B-Instruct_3.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen2.5-Coder-7B-Instruct,sequence_Qwen2.5-Coder-7B-Instruct_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen2.5-Coder-7B-Instruct,sequence_Qwen2.5-Coder-7B-Instruct_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen2.5-Coder-7B-Instruct,sequence_Qwen2.5-Coder-7B-Instruct_6.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-sequence,Qwen2.5-Coder-7B-Instruct,sequence_Qwen2.5-Coder-7B-Instruct_7.cpp,TIME_LIMIT_EXCEEDED,11,44.92%,1.800,5.9453125
APIO-2024-contest-september,Qwen2.5-Coder-7B-Instruct,september_Qwen2.5-Coder-7B-Instruct_0.cpp,RUNTIME_ERROR,0,0.00%,0.320,11.36328125
APIO-2024-contest-september,Qwen2.5-Coder-7B-Instruct,september_Qwen2.5-Coder-7B-Instruct_1.cpp,RUNTIME_ERROR,0,0.00%,0.260,8.63671875
APIO-2024-contest-september,Qwen2.5-Coder-7B-Instruct,september_Qwen2.5-Coder-7B-Instruct_2.cpp,RUNTIME_ERROR,0,0.00%,0.130,0.00390625
APIO-2024-contest-september,Qwen2.5-Coder-7B-Instruct,september_Qwen2.5-Coder-7B-Instruct_3.cpp,RUNTIME_ERROR,0,0.00%,0.240,6.06640625
APIO-2024-contest-september,Qwen2.5-Coder-7B-Instruct,september_Qwen2.5-Coder-7B-Instruct_4.cpp,RUNTIME_ERROR,0,0.00%,0.430,27.44140625
APIO-2024-contest-september,Qwen2.5-Coder-7B-Instruct,september_Qwen2.5-Coder-7B-Instruct_5.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.280,13.91015625
APIO-2024-contest-september,Qwen2.5-Coder-7B-Instruct,september_Qwen2.5-Coder-7B-Instruct_6.cpp,RUNTIME_ERROR,0,0.00%,0.210,4.015625
APIO-2024-contest-september,Qwen2.5-Coder-7B-Instruct,september_Qwen2.5-Coder-7B-Instruct_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-7B-Instruct,show_Qwen2.5-Coder-7B-Instruct_0.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-7B-Instruct,show_Qwen2.5-Coder-7B-Instruct_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-7B-Instruct,show_Qwen2.5-Coder-7B-Instruct_2.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-7B-Instruct,show_Qwen2.5-Coder-7B-Instruct_3.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-7B-Instruct,show_Qwen2.5-Coder-7B-Instruct_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-7B-Instruct,show_Qwen2.5-Coder-7B-Instruct_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-7B-Instruct,show_Qwen2.5-Coder-7B-Instruct_6.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,Qwen2.5-Coder-7B-Instruct,show_Qwen2.5-Coder-7B-Instruct_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-7B-Instruct,train_Qwen2.5-Coder-7B-Instruct_0.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-7B-Instruct,train_Qwen2.5-Coder-7B-Instruct_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-7B-Instruct,train_Qwen2.5-Coder-7B-Instruct_2.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.500,828.9296875
APIO-2024-contest-train,Qwen2.5-Coder-7B-Instruct,train_Qwen2.5-Coder-7B-Instruct_3.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.200,11.21875
APIO-2024-contest-train,Qwen2.5-Coder-7B-Instruct,train_Qwen2.5-Coder-7B-Instruct_4.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.220,13.2109375
APIO-2024-contest-train,Qwen2.5-Coder-7B-Instruct,train_Qwen2.5-Coder-7B-Instruct_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,Qwen2.5-Coder-7B-Instruct,train_Qwen2.5-Coder-7B-Instruct_6.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.190,7.87109375
APIO-2024-contest-train,Qwen2.5-Coder-7B-Instruct,train_Qwen2.5-Coder-7B-Instruct_7.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.210,12.4375
BOI-2023-contest-astronomer,Qwen2.5-Coder-7B-Instruct,astronomer_Qwen2.5-Coder-7B-Instruct_0.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
BOI-2023-contest-astronomer,Qwen2.5-Coder-7B-Instruct,astronomer_Qwen2.5-Coder-7B-Instruct_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
