competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Qwen2.5-Coder-7B-Instruct,2770,7.73%,0.31,35.18,2.25%
APIO-2023,Qwen2.5-Coder-7B-Instruct,11,15.38%,1.64,153.41,0.00%
APIO-2024,Qwen2.5-Coder-7B-Instruct,0,0.00%,0.00,0.00,0.00%
BOI-2023,Qwen2.5-Coder-7B-Instruct,0,2.45%,0.00,0.00,0.00%
BOI-2024,Qwen2.5-Coder-7B-Instruct,0,3.67%,0.02,0.48,0.00%
BOI-2025,Qwen2.5-Coder-7B-Instruct,0,1.11%,0.48,14.41,0.00%
CCO-2023,Qwen2.5-Coder-7B-Instruct,69,33.42%,0.54,1.93,18.75%
CCO-2024,Qwen2.5-Coder-7B-Instruct,61,26.39%,0.37,26.52,18.75%
CEOI-2023,Qwen2.5-Coder-7B-Instruct,0,0.79%,0.08,1.76,0.00%
CEOI-2024,Qwen2.5-Coder-7B-Instruct,0,2.37%,0.02,1.58,0.00%
COCI-2023,Qwen2.5-Coder-7B-Instruct,170,11.71%,0.27,17.49,8.00%
COCI-2024,Qwen2.5-Coder-7B-Instruct,95,10.76%,0.37,6.67,4.00%
COCI-2025,Qwen2.5-Coder-7B-Instruct,101,10.62%,0.14,0.65,4.00%
EGOI-2023,Qwen2.5-Coder-7B-Instruct,0,3.62%,0.01,0.00,0.00%
EGOI-2024,Qwen2.5-Coder-7B-Instruct,0,6.50%,0.05,0.78,0.00%
EJOI-2023,Qwen2.5-Coder-7B-Instruct,0,0.55%,0.20,4.68,0.00%
EJOI-2024,Qwen2.5-Coder-7B-Instruct,24,11.77%,1.06,9.34,0.00%
IATI-2024,Qwen2.5-Coder-7B-Instruct,3,1.75%,0.22,4.29,0.00%
IOI-2023,Qwen2.5-Coder-7B-Instruct,0,0.15%,0.00,0.00,0.00%
IOI-2024,Qwen2.5-Coder-7B-Instruct,12,10.97%,0.38,407.95,0.00%
JOI-2023,Qwen2.5-Coder-7B-Instruct,10,9.62%,0.42,1.73,0.00%
JOI-2024,Qwen2.5-Coder-7B-Instruct,3,3.00%,0.30,27.83,0.00%
JOI-2025,Qwen2.5-Coder-7B-Instruct,15,13.58%,0.23,308.35,0.00%
OOI-2023,Qwen2.5-Coder-7B-Instruct,199,16.50%,0.15,1.73,5.88%
OOI-2024,Qwen2.5-Coder-7B-Instruct,100,8.73%,0.10,17.34,5.88%
RMI-2023,Qwen2.5-Coder-7B-Instruct,0,0.54%,0.32,5.97,0.00%
RMI-2024,Qwen2.5-Coder-7B-Instruct,0,2.38%,0.03,0.56,0.00%
USACO-2023,Qwen2.5-Coder-7B-Instruct,978,6.95%,0.52,1.27,0.00%
USACO-2024,Qwen2.5-Coder-7B-Instruct,717,5.54%,0.53,1.51,0.00%
USACO-2025,Qwen2.5-Coder-7B-Instruct,202,3.22%,0.47,1.90,0.00%
