competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Qwen2.5-Coder-32B-Instruct,5427,14.25%,0.56,51.55,0.65%
APIO-2023,Qwen2.5-Coder-32B-Instruct,26,21.88%,0.97,792.05,0.00%
APIO-2024,Qwen2.5-Coder-32B-Instruct,0,0.00%,0.00,0.00,0.00%
BOI-2023,Qwen2.5-Coder-32B-Instruct,0,1.71%,0.02,5.83,0.00%
BOI-2024,Qwen2.5-Coder-32B-Instruct,22,24.87%,0.25,7.70,0.00%
BOI-2025,Qwen2.5-Coder-32B-Instruct,14,8.25%,0.68,57.46,0.00%
CCO-2023,Qwen2.5-Coder-32B-Instruct,0,0.00%,0.00,0.00,0.00%
CCO-2024,Qwen2.5-Coder-32B-Instruct,0,0.00%,0.03,1.21,0.00%
CEOI-2023,Qwen2.5-Coder-32B-Instruct,0,0.49%,0.02,0.99,0.00%
CEOI-2024,Qwen2.5-Coder-32B-Instruct,10,66.67%,0.24,1.55,0.00%
COCI-2023,Qwen2.5-Coder-32B-Instruct,0,25.00%,0.05,0.00,0.00%
COCI-2024,Qwen2.5-Coder-32B-Instruct,0,0.00%,0.05,1.55,0.00%
COCI-2025,Qwen2.5-Coder-32B-Instruct,0,0.00%,0.00,0.00,0.00%
EGOI-2023,Qwen2.5-Coder-32B-Instruct,0,0.00%,0.02,0.00,0.00%
EGOI-2024,Qwen2.5-Coder-32B-Instruct,0,3.67%,0.03,0.00,0.00%
EJOI-2023,Qwen2.5-Coder-32B-Instruct,0,0.00%,0.00,0.00,0.00%
EJOI-2024,Qwen2.5-Coder-32B-Instruct,18,13.39%,0.67,7.62,0.00%
IATI-2024,Qwen2.5-Coder-32B-Instruct,96,14.85%,0.42,88.49,0.00%
IOI-2023,Qwen2.5-Coder-32B-Instruct,5,5.12%,0.98,2.88,0.00%
IOI-2024,Qwen2.5-Coder-32B-Instruct,10,25.41%,0.68,4.22,0.00%
JOI-2023,Qwen2.5-Coder-32B-Instruct,56,19.79%,0.71,3.97,0.00%
JOI-2024,Qwen2.5-Coder-32B-Instruct,53,7.36%,0.17,2.76,0.00%
NOINordic-2023,Qwen2.5-Coder-32B-Instruct,7,30.84%,2.05,17.62,0.00%
NOINordic-2024,Qwen2.5-Coder-32B-Instruct,0,7.34%,0.17,3.27,0.00%
NOINordic-2025,Qwen2.5-Coder-32B-Instruct,9,10.94%,3.72,5.28,0.00%
OOI-2023,Qwen2.5-Coder-32B-Instruct,98,55.95%,0.20,306.77,0.00%
OOI-2024,Qwen2.5-Coder-32B-Instruct,438,37.82%,1.47,31.07,11.76%
RMI-2023,Qwen2.5-Coder-32B-Instruct,0,5.41%,0.35,33.32,0.00%
RMI-2024,Qwen2.5-Coder-32B-Instruct,20,17.60%,0.88,124.58,0.00%
USACO-2023,Qwen2.5-Coder-32B-Instruct,2487,17.95%,0.88,40.80,6.25%
USACO-2024,Qwen2.5-Coder-32B-Instruct,1758,14.59%,1.04,15.70,2.08%
USACO-2025,Qwen2.5-Coder-32B-Instruct,300,4.90%,0.59,41.39,0.00%
