competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,599,1328,6583,1216,2727,9545,669,277
APIO-2023,0,0,11,3,9,0,1,0
APIO-2024,0,0,0,4,15,5,0,0
BOI-2023,0,0,1,0,1,14,0,0
BOI-2024,0,0,9,0,3,36,0,0
BOI-2025,0,0,10,4,4,30,0,0
CCO-2023,0,0,0,0,0,7,1,0
CCO-2024,0,0,1,0,1,11,4,7
CEOI-2023,0,0,7,0,11,6,0,0
CEOI-2024,0,0,1,0,0,7,0,0
COCI-2023,0,0,0,1,0,7,0,0
COCI-2024,0,0,2,2,0,4,0,0
COCI-2025,0,0,0,0,1,7,0,0
EGOI-2023,0,0,0,0,0,24,0,0
EGOI-2024,0,0,0,0,2,16,6,0
EJOI-2023,0,0,0,0,8,0,0,0
EJOI-2024,0,0,11,2,14,21,0,0
IATI-2024,0,7,22,3,2,46,2,6
IOI-2023,0,0,0,0,2,14,0,0
IOI-2024,0,0,0,0,4,12,0,0
JOI-2023,0,0,23,4,18,106,1,0
JOI-2024,0,0,24,5,26,104,1,0
NOINordic-2023,0,0,1,3,3,17,0,0
NOINordic-2024,0,0,6,1,2,15,0,0
NOINordic-2025,0,0,12,0,3,9,0,0
OOI-2023,0,0,8,8,0,0,0,0
OOI-2024,4,0,49,7,0,61,15,0
RMI-2023,0,0,9,6,1,25,7,0
RMI-2024,0,0,11,4,14,13,6,0
USACO-2023,7,60,138,18,37,124,0,0
USACO-2024,1,74,177,24,18,90,0,0
USACO-2025,0,23,116,26,64,59,0,0
