problem,model,status,score,%test passed,time,memory
2024-sp_Fish_3,seed-oss_0,TIME_LIMIT_EXCEEDED,0,9.21%,2.410,10.58203125
2024-sp_Ski_2,seed-oss_0,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Spy_3,seed-oss_0,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Board_Game,seed-oss_0,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Tricolor_Lights,seed-oss_0,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Growing_Vegetables_is_Fun_5,seed-oss_0,RUNTIME_ERROR,0,4.60%,0.050,0
2024-sp_Card_Collection,seed-oss_0,RUNTIME_ERROR,0,3.10%,0.000,0
2024-sp_JOI_Tour,seed-oss_0,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Tower,seed-oss_0,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Escape_Route_2,seed-oss_0,RUNTIME_ERROR,0,4.59%,0.150,0.00390625
2024-sp_Island_Hopping,seed-oss_0,RUNTIME_ERROR,2,4.31%,0.050,3.41796875
2024-sp_Table_Tennis,seed-oss_0,RUNTIME_ERROR,0,10.26%,0.080,0.00390625
