competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,5975,1491,1661,360,1349,5940,722,5719
APIO-2023,0,0,1,0,0,12,7,4
APIO-2024,3,0,0,0,7,2,0,12
BOI-2023,2,0,12,0,2,22,0,10
BOI-2024,12,0,0,0,3,26,0,7
BOI-2025,0,0,9,2,2,19,0,16
CCO-2023,43,0,4,3,4,49,1,24
CCO-2024,63,0,1,1,3,25,1,34
CEOI-2023,0,0,8,1,10,12,5,12
CEOI-2024,0,0,1,0,3,35,0,9
COCI-2023,100,0,4,1,16,59,7,13
COCI-2024,85,4,10,1,11,53,0,36
COCI-2025,87,2,7,5,8,62,15,14
EGOI-2023,15,0,1,0,2,32,9,5
EGOI-2024,10,0,2,0,1,32,5,14
EJOI-2023,1,0,7,1,2,15,0,22
EJOI-2024,14,0,9,0,2,13,0,10
IATI-2024,13,8,11,1,5,31,4,15
IOI-2023,0,0,0,0,6,27,0,15
IOI-2024,0,0,3,0,12,13,0,20
JOI-2023,11,0,17,0,14,35,8,75
JOI-2024,5,0,16,3,18,47,13,58
JOI-2025,10,0,0,1,2,7,0,20
NOINordic-2023,14,0,2,0,2,2,3,1
NOINordic-2024,5,0,1,1,0,12,0,5
NOINordic-2025,3,0,10,0,4,6,0,1
OOI-2023,32,0,14,3,0,44,5,38
OOI-2024,33,0,7,0,0,32,23,41
RMI-2023,2,0,7,2,3,23,0,11
RMI-2024,1,0,10,0,1,6,0,30
USACO-2023,143,86,21,11,17,31,0,75
USACO-2024,95,71,24,10,18,59,0,107
USACO-2025,93,42,20,6,9,34,0,84
