problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,0.280,5.16796875,,2,1,2,5,5,0,0
s2,ACCEPTED,15,100.00%,0.070,0.00390625,,5,5,2,3,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
s4,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,0,2.65%,1.120,4.28125,,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,0,14.29%,4.440,83.76953125,,0,0,0,0,0,0,0
d1p2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d1p3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p1,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,0,0.56%,4.430,31.89453125,,0,0,0,0,0,0,0
d2p3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,0.000,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,0.050,0.00390625,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,0.090,2.328125,,6,7,2,0,0,0,0
j4,RUNTIME_ERROR,3,22.58%,0.060,1.70703125,,3,0,0,0,0,0,0
j5,ACCEPTED,15,100.00%,0.050,1.55859375,,1,4,5,5,0,0,0
TOTAL,,93,40.00%,,,37.50%,,,,,,,
