Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-flash,189.0,6,189.0,47.53,16.67,Silver,38,80.9278350515464,1,31.5
DeepSeek-R1-Distill-Llama-70B,179.0,6,179.0,40.25,16.67,Silver,44,77.83505154639175,2,29.83
gpt-o3-mini-high,163.0,6,163.0,47.6,0.0,Bronze,59,70.10309278350516,3,27.17
gemini-2.5-pro,154.0,6,154.0,40.69,16.67,Bronze,65,67.01030927835052,4,25.67
Mistral-Small-3.1-24B-2503,113.0,6,113.0,28.61,16.67,Bronze,92,53.09278350515464,5,18.83
Mistral-Large-Instruct-2411,107.0,6,107.0,26.23,16.67,Bronze,96,51.03092783505155,6,17.83
Qwen2.5-Coder-14B-Instruct,107.0,6,107.0,22.87,16.67,Bronze,96,51.03092783505155,7,17.83
deepseek-reasoner,102.0,6,102.0,31.54,0.0,None,98,50.0,8,17.0
Qwen3-8B,100.0,6,100.0,26.22,0.0,None,98,50.0,9,16.67
Qwen3-32B,78.0,6,78.0,31.78,0.0,None,116,40.72164948453608,10,13.0
Qwen3-8B-Non-Thinking,74.0,6,74.0,22.29,0.0,None,118,39.69072164948454,11,12.33
Qwen3-14B,68.0,6,68.0,24.42,0.0,None,124,36.597938144329895,12,11.33
Llama-3.3-70B-Instruct,57.0,6,57.0,30.31,0.0,None,131,32.98969072164948,13,9.5
gpt-4.1,49.0,6,49.0,24.94,0.0,None,138,29.38144329896907,14,8.17
Qwen3-14B-Non-Thinking,44.0,6,44.0,19.15,0.0,None,141,27.835051546391753,15,7.33
Qwen3-30B,41.0,6,41.0,19.41,0.0,None,144,26.288659793814432,16,6.83
Llama-3.1-8B-Instruct,39.0,6,39.0,14.56,0.0,None,147,24.742268041237114,17,6.5
Codestral-22B-v0.1,32.0,6,32.0,3.31,0.0,None,158,19.072164948453608,18,5.33
Qwen3-32B-Non-Thinking,30.0,6,30.0,17.07,0.0,None,160,18.04123711340206,19,5.0
DeepSeek-R1-Distill-Qwen-32B,28.0,6,28.0,10.79,0.0,None,165,15.463917525773196,20,4.67
Qwen2.5-72B,20.0,6,20.0,10.24,0.0,None,175,10.309278350515465,21,3.33
Qwen2.5-Coder-32B-Instruct,20.0,6,20.0,17.6,0.0,None,175,10.309278350515465,22,3.33
deepseek-chat,15.0,6,15.0,19.05,0.0,None,177,9.278350515463918,23,2.5
DeepSeek-Coder-V2-Lite-Instruct,11.0,6,11.0,11.69,0.0,None,178,8.762886597938145,24,1.83
Qwen3-4B,9.0,6,9.0,12.66,0.0,None,179,8.24742268041237,25,1.5
QwQ-32B,2.0,6,2.0,9.43,0.0,None,186,4.639175257731959,26,0.33
Qwen3-30B-Non-Thinking,2.0,6,2.0,4.79,0.0,None,186,4.639175257731959,27,0.33
DeepSeek-R1-Distill-Qwen-7B,0.0,6,0.0,0.0,0.0,None,186,4.639175257731959,28,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,6,0.0,0.0,0.0,None,186,4.639175257731959,29,0.0
Qwen3-4B-Non-Thinking,0.0,6,0.0,0.0,0.0,None,186,4.639175257731959,30,0.0
Qwen2.5-Coder-7B-Instruct,0.0,6,0.0,2.38,0.0,None,186,4.639175257731959,31,0.0
DeepSeek-R1-Distill-Qwen-14B,0.0,6,0.0,8.71,0.0,None,186,4.639175257731959,32,0.0
