Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-pro,47.0,3,47.0,59.0,0.0,None,102,45.108695652173914,1,15.67
deepseek-chat,28.0,3,28.0,42.26,0.0,None,125,32.608695652173914,2,9.33
Qwen3-32B,28.0,3,28.0,43.05,0.0,None,125,32.608695652173914,3,9.33
Qwen3-30B,28.0,3,28.0,43.05,0.0,None,125,32.608695652173914,4,9.33
Qwen3-14B,28.0,3,28.0,43.05,0.0,None,125,32.608695652173914,5,9.33
gpt-o3-mini-high,26.0,3,26.0,33.56,0.0,None,127,31.52173913043478,6,8.67
Qwen3-8B,26.0,3,26.0,25.59,0.0,None,127,31.52173913043478,7,8.67
Qwen3-14B-Non-Thinking,21.0,3,21.0,33.26,0.0,None,142,23.369565217391305,8,7.0
Llama-3.3-70B-Instruct,21.0,3,21.0,33.26,0.0,None,142,23.369565217391305,9,7.0
gemini-2.5-flash,20.0,3,20.0,33.56,0.0,None,154,16.847826086956523,10,6.67
gpt-4.1,20.0,3,20.0,26.47,0.0,None,154,16.847826086956523,11,6.67
DeepSeek-R1-Distill-Qwen-32B,20.0,3,20.0,18.0,0.0,None,154,16.847826086956523,12,6.67
Qwen3-4B,6.0,3,6.0,12.19,0.0,None,179,3.260869565217391,13,2.0
DeepSeek-R1-Distill-Qwen-14B,6.0,3,6.0,14.41,0.0,None,179,3.260869565217391,14,2.0
deepseek-reasoner,6.0,3,6.0,18.31,0.0,None,179,3.260869565217391,15,2.0
QwQ-32B,6.0,3,6.0,20.09,0.0,None,179,3.260869565217391,16,2.0
Qwen3-30B-Non-Thinking,2.0,3,2.0,25.18,0.0,None,183,1.0869565217391304,17,0.67
DeepSeek-Coder-V2-Lite-Instruct,0.0,3,0.0,6.95,0.0,None,185,0.0,18,0.0
DeepSeek-R1-Distill-Qwen-7B,0.0,3,0.0,6.95,0.0,None,185,0.0,19,0.0
Qwen3-32B-Non-Thinking,0.0,3,0.0,9.17,0.0,None,185,0.0,20,0.0
Qwen2.5-72B,0.0,3,0.0,13.07,0.0,None,185,0.0,21,0.0
Codestral-22B-v0.1,0.0,3,0.0,9.17,0.0,None,185,0.0,22,0.0
DeepSeek-R1-Distill-Llama-70B,0.0,3,0.0,9.17,0.0,None,185,0.0,23,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,3,0.0,6.95,0.0,None,185,0.0,24,0.0
Mistral-Small-3.1-24B-2503,0.0,3,0.0,11.2,0.0,None,185,0.0,25,0.0
Qwen3-8B-Non-Thinking,0.0,3,0.0,3.33,0.0,None,185,0.0,26,0.0
Qwen2.5-Coder-32B-Instruct,0.0,3,0.0,9.17,0.0,None,185,0.0,27,0.0
Qwen3-4B-Non-Thinking,0.0,3,0.0,11.74,0.0,None,185,0.0,28,0.0
Llama-3.1-8B-Instruct,0.0,3,0.0,8.84,0.0,None,185,0.0,29,0.0
Mistral-Large-Instruct-2411,0.0,3,0.0,10.67,0.0,None,185,0.0,30,0.0
Qwen2.5-Coder-14B-Instruct,0.0,3,0.0,17.19,0.0,None,185,0.0,31,0.0
Qwen2.5-Coder-7B-Instruct,0.0,3,0.0,10.31,0.0,None,185,0.0,32,0.0
