Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
Qwen3-30B-Non-Thinking,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,1,110.0
Qwen3-32B-Non-Thinking,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,2,110.0
DeepSeek-R1-Distill-Llama-70B,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,3,110.0
DeepSeek-R1-Distill-Qwen-14B,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,4,110.0
gemini-2.5-flash,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,5,110.0
QwQ-32B,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,6,110.0
Qwen3-32B,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,7,110.0
gpt-o3-mini-high,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,8,110.0
deepseek-chat,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,9,110.0
DeepSeek-R1-Distill-Qwen-32B,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,10,110.0
Qwen3-30B,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,11,110.0
gpt-4.1,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,12,110.0
Qwen3-14B,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,13,110.0
gemini-2.5-pro,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,14,110.0
Qwen3-8B,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,15,110.0
deepseek-reasoner,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,16,110.0
Qwen3-4B,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,17,110.0
Qwen2.5-Coder-32B-Instruct,110.0,1,110.0,100.0,100.0,None,157,48.68421052631579,18,110.0
Qwen2.5-72B,29.0,1,29.0,83.33,0.0,None,284,6.907894736842105,19,29.0
Qwen2.5-Coder-7B-Instruct,29.0,1,29.0,83.33,0.0,None,284,6.907894736842105,20,29.0
Qwen3-4B-Non-Thinking,29.0,1,29.0,83.33,0.0,None,284,6.907894736842105,21,29.0
Qwen3-14B-Non-Thinking,29.0,1,29.0,83.33,0.0,None,284,6.907894736842105,22,29.0
Qwen3-8B-Non-Thinking,29.0,1,29.0,83.33,0.0,None,284,6.907894736842105,23,29.0
Mistral-Small-3.1-24B-2503,29.0,1,29.0,83.33,0.0,None,284,6.907894736842105,24,29.0
DeepSeek-Coder-V2-Lite-Instruct,29.0,1,29.0,83.33,0.0,None,284,6.907894736842105,25,29.0
Mistral-Large-Instruct-2411,29.0,1,29.0,83.33,0.0,None,284,6.907894736842105,26,29.0
Qwen2.5-Coder-14B-Instruct,12.0,1,12.0,20.83,0.0,None,295,3.289473684210526,27,12.0
Llama-3.3-70B-Instruct,0.0,1,0.0,0.0,0.0,None,297,2.6315789473684212,28,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,1,0.0,0.0,0.0,None,297,2.6315789473684212,29,0.0
Llama-3.1-8B-Instruct,0.0,1,0.0,0.0,0.0,None,297,2.6315789473684212,30,0.0
Codestral-22B-v0.1,0.0,1,0.0,4.17,0.0,None,297,2.6315789473684212,31,0.0
