Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-pro,191.0,10,191.0,34.42,0.0,Bronze,223,60.215053763440864,1,19.1
Qwen3-30B,135.0,10,135.0,18.68,8.33,Bronze,269,51.971326164874554,2,13.5
gemini-2.5-flash,131.0,10,131.0,28.34,0.0,Bronze,270,51.7921146953405,3,13.1
gpt-o3-mini-high,110.0,10,110.0,21.2,0.0,None,287,48.74551971326165,4,11.0
Qwen3-8B,105.0,10,105.0,14.21,8.33,None,292,47.8494623655914,5,10.5
Codestral-22B-v0.1,100.0,10,100.0,9.48,8.33,None,304,45.69892473118279,6,10.0
DeepSeek-R1-Distill-Qwen-14B,100.0,10,100.0,11.68,8.33,None,304,45.69892473118279,7,10.0
deepseek-reasoner,61.0,10,61.0,16.29,0.0,None,402,28.136200716845877,8,6.1
Qwen3-32B,55.0,10,55.0,19.13,0.0,None,407,27.240143369175627,9,5.5
DeepSeek-R1-Distill-Qwen-32B,35.0,10,35.0,10.48,0.0,None,463,17.204301075268816,10,3.5
deepseek-chat,30.0,10,30.0,8.23,0.0,None,470,15.949820788530467,11,3.0
Qwen3-8B-Non-Thinking,30.0,10,30.0,10.3,0.0,None,470,15.949820788530467,12,3.0
gpt-4.1,14.0,10,14.0,9.14,0.0,None,509,8.960573476702509,13,1.4
Qwen3-14B,10.0,10,10.0,10.77,0.0,None,519,7.168458781362007,14,1.0
Qwen2.5-72B,9.0,10,9.0,6.71,0.0,None,525,6.093189964157706,15,0.9
Mistral-Large-Instruct-2411,9.0,10,9.0,10.23,0.0,None,525,6.093189964157706,16,0.9
Qwen3-30B-Non-Thinking,7.0,10,7.0,3.58,0.0,None,539,3.5842293906810037,17,0.7
DeepSeek-R1-Distill-Llama-70B,5.0,10,5.0,6.32,0.0,None,544,2.6881720430107525,18,0.5
Qwen3-32B-Non-Thinking,5.0,10,5.0,3.54,0.0,None,544,2.6881720430107525,19,0.5
Qwen2.5-Coder-14B-Instruct,5.0,10,5.0,7.97,0.0,None,544,2.6881720430107525,20,0.5
QwQ-32B,5.0,10,5.0,6.77,0.0,None,544,2.6881720430107525,21,0.5
DeepSeek-R1-Distill-Llama-8B,3.0,10,3.0,0.71,0.0,None,545,2.5089605734767026,22,0.3
Qwen2.5-Coder-7B-Instruct,3.0,10,3.0,2.41,0.0,None,545,2.5089605734767026,23,0.3
Llama-3.3-70B-Instruct,3.0,10,3.0,4.45,0.0,None,545,2.5089605734767026,24,0.3
Qwen3-4B,2.0,10,2.0,4.69,0.0,None,549,1.7921146953405018,25,0.2
DeepSeek-R1-Distill-Qwen-7B,0.0,10,0.0,0.0,0.0,None,549,1.7921146953405018,26,0.0
Mistral-Small-3.1-24B-2503,0.0,10,0.0,1.6,0.0,None,549,1.7921146953405018,27,0.0
Qwen2.5-Coder-32B-Instruct,0.0,10,0.0,2.3,0.0,None,549,1.7921146953405018,28,0.0
Qwen3-4B-Non-Thinking,0.0,10,0.0,0.86,0.0,None,549,1.7921146953405018,29,0.0
Qwen3-14B-Non-Thinking,0.0,10,0.0,1.45,0.0,None,549,1.7921146953405018,30,0.0
Llama-3.1-8B-Instruct,0.0,10,0.0,1.31,0.0,None,549,1.7921146953405018,31,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,10,0.0,2.58,0.0,None,549,1.7921146953405018,32,0.0
