Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-o3-mini-high,120.0,1,120.0,100.0,100.0,Bronze,114,52.11864406779661,1,120.0
deepseek-chat,120.0,1,120.0,100.0,100.0,Bronze,114,52.11864406779661,2,120.0
gemini-2.5-flash,120.0,1,120.0,100.0,100.0,Bronze,114,52.11864406779661,3,120.0
gemini-2.5-pro,120.0,1,120.0,100.0,100.0,Bronze,114,52.11864406779661,4,120.0
gpt-4.1,75.0,1,75.0,84.16,0.0,None,137,42.3728813559322,5,75.0
deepseek-reasoner,75.0,1,75.0,74.26,0.0,None,137,42.3728813559322,6,75.0
Qwen3-14B,60.0,1,60.0,64.36,0.0,None,144,39.40677966101695,7,60.0
Qwen2.5-72B,15.0,1,15.0,27.72,0.0,None,177,25.423728813559322,8,15.0
Mistral-Large-Instruct-2411,15.0,1,15.0,27.72,0.0,None,177,25.423728813559322,9,15.0
Qwen3-4B,15.0,1,15.0,27.72,0.0,None,177,25.423728813559322,10,15.0
Qwen3-8B,15.0,1,15.0,27.72,0.0,None,177,25.423728813559322,11,15.0
Qwen3-30B,15.0,1,15.0,27.72,0.0,None,177,25.423728813559322,12,15.0
Qwen3-32B,15.0,1,15.0,27.72,0.0,None,177,25.423728813559322,13,15.0
Qwen3-30B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,178,25.0,14,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,1,0.0,0.0,0.0,None,178,25.0,15,0.0
Codestral-22B-v0.1,0.0,1,0.0,0.0,0.0,None,178,25.0,16,0.0
Qwen3-4B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,178,25.0,17,0.0
Qwen2.5-Coder-14B-Instruct,0.0,1,0.0,0.0,0.0,None,178,25.0,18,0.0
DeepSeek-R1-Distill-Qwen-14B,0.0,1,0.0,0.0,0.0,None,178,25.0,19,0.0
Llama-3.3-70B-Instruct,0.0,1,0.0,0.0,0.0,None,178,25.0,20,0.0
Qwen2.5-Coder-32B-Instruct,0.0,1,0.0,0.0,0.0,None,178,25.0,21,0.0
Mistral-Small-3.1-24B-2503,0.0,1,0.0,0.0,0.0,None,178,25.0,22,0.0
DeepSeek-R1-Distill-Llama-70B,0.0,1,0.0,0.0,0.0,None,178,25.0,23,0.0
Qwen3-8B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,178,25.0,24,0.0
Qwen3-14B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,178,25.0,25,0.0
Qwen3-32B-Non-Thinking,0.0,1,0.0,0.0,0.0,None,178,25.0,26,0.0
QwQ-32B,0.0,1,0.0,0.0,0.0,None,178,25.0,27,0.0
Qwen2.5-Coder-7B-Instruct,0.0,1,0.0,0.0,0.0,None,178,25.0,28,0.0
