Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-oss-120b_sp2,75.0,5,75.0,100.0,100.0,Gold,1,100.0,1,100.0
gpt-oss-120b-medium,75.0,5,75.0,100.0,100.0,Gold,1,100.0,2,100.0
gpt-oss-120b_sp4,75.0,5,75.0,100.0,100.0,Gold,1,100.0,3,100.0
gpt-oss-120b_sp1,75.0,5,75.0,100.0,100.0,Gold,1,100.0,4,100.0
gpt-oss-120b_sp3,75.0,5,75.0,100.0,100.0,Gold,1,100.0,5,100.0
grok-4-fast-reasoning,75.0,5,75.0,100.0,100.0,Gold,1,100.0,6,100.0
claude-sonnet-4.5,75.0,5,75.0,100.0,100.0,Gold,1,100.0,7,100.0
gpt-oss-20b-high,75.0,5,75.0,100.0,100.0,Gold,1,100.0,8,100.0
gpt-oss-120b-low,75.0,5,75.0,100.0,100.0,Gold,1,100.0,9,100.0
Qwen3-32B,75.0,5,75.0,100.0,100.0,Gold,1,100.0,10,100.0
gpt-5,75.0,5,75.0,100.0,100.0,Gold,1,100.0,11,100.0
gpt-o3-mini-high,75.0,5,75.0,100.0,100.0,Gold,1,100.0,12,100.0
gemini-2.5-flash,75.0,5,75.0,100.0,100.0,Gold,1,100.0,13,100.0
gpt-oss-120b-high,75.0,5,75.0,100.0,100.0,Gold,1,100.0,14,100.0
seed-oss_-1,75.0,5,75.0,100.0,100.0,Gold,1,100.0,15,100.0
gpt-oss-20b-low,75.0,5,75.0,100.0,100.0,Gold,1,100.0,16,100.0
gemini-2.5-pro,75.0,5,75.0,100.0,100.0,Gold,1,100.0,17,100.0
gpt-4.1,75.0,5,75.0,100.0,100.0,Gold,1,100.0,18,100.0
OpenCodeReasoning-Nemotron-32B-IOI,75.0,5,75.0,100.0,100.0,Gold,1,100.0,19,100.0
deepseek-reasoner,75.0,5,75.0,100.0,100.0,Gold,1,100.0,20,100.0
DeepSeek-R1-Distill-Llama-70B,75.0,5,75.0,100.0,100.0,Gold,1,100.0,21,100.0
Qwen3-30B,75.0,5,75.0,100.0,100.0,Gold,1,100.0,22,100.0
gpt-oss-20b-medium,75.0,5,75.0,100.0,100.0,Gold,1,100.0,23,100.0
QwQ-32B,75.0,5,75.0,100.0,100.0,Gold,1,100.0,24,100.0
DeepSeek-R1-Distill-Qwen-14B,75.0,5,75.0,100.0,100.0,Gold,1,100.0,25,100.0
Qwen3-8B,75.0,5,75.0,100.0,100.0,Gold,1,100.0,26,100.0
DeepSeek-R1-Distill-Qwen-32B,72.0,5,72.0,96.13,80.0,Gold,199,96.79870654810024,27,96.0
Qwen3-32B-Non-Thinking,66.0,5,66.0,88.39,80.0,Gold,313,94.95553759094584,28,88.0
Llama-4-Scout,66.0,5,66.0,88.39,80.0,Gold,313,94.95553759094584,29,88.0
Qwen2.5-Coder-14B-Instruct,66.0,5,66.0,88.39,80.0,Gold,313,94.95553759094584,30,88.0
Mistral-Large-Instruct-2411,66.0,5,66.0,88.39,80.0,Gold,313,94.95553759094584,31,88.0
Qwen2.5-Coder-32B-Instruct,66.0,5,66.0,88.39,80.0,Gold,313,94.95553759094584,32,88.0
OlympicCoder-7B,63.0,5,63.0,87.1,80.0,Gold,443,92.85367825383993,33,84.0
Qwen3-30B-Non-Thinking,63.0,5,63.0,87.1,80.0,Gold,443,92.85367825383993,34,84.0
Qwen3-14B,63.0,5,63.0,87.1,80.0,Gold,443,92.85367825383993,35,84.0
Qwen3-4B,63.0,5,63.0,87.1,80.0,Gold,443,92.85367825383993,36,84.0
Qwen2.5-72B,63.0,5,63.0,83.23,80.0,Gold,443,92.85367825383993,37,84.0
Mistral-Small-3.1-24B-2503,63.0,5,63.0,84.52,80.0,Gold,443,92.85367825383993,38,84.0
seed-oss_8192,60.0,5,60.0,100.0,100.0,Silver,684,88.95715440582053,39,80.0
Codestral-22B-v0.1,60.0,5,60.0,82.58,80.0,Silver,684,88.95715440582053,40,80.0
Qwen3-4B-Non-Thinking,60.0,5,60.0,81.94,80.0,Silver,684,88.95715440582053,41,80.0
deepseek-chat,51.0,5,51.0,90.32,75.0,Silver,1489,75.94179466451091,42,68.0
Llama-3.1-8B-Instruct,51.0,5,51.0,64.44,60.0,Silver,1489,75.94179466451091,43,68.0
seed-oss_512,48.0,5,48.0,79.03,75.0,Bronze,1890,69.45836701697655,44,64.0
Llama-3.3-70B-Instruct,48.0,5,48.0,71.23,60.0,Bronze,1890,69.45836701697655,45,64.0
Qwen3-8B-Non-Thinking,48.0,5,48.0,63.23,60.0,Bronze,1890,69.45836701697655,46,64.0
DeepSeek-R1-Distill-Llama-8B,45.0,5,45.0,60.0,60.0,Bronze,2754,55.4890864995958,47,60.0
Qwen2.5-Coder-7B-Instruct,36.0,5,36.0,52.44,40.0,None,3756,39.28860145513339,48,48.0
DeepSeek-Coder-V2-Lite-Instruct,36.0,5,36.0,52.44,40.0,None,3756,39.28860145513339,49,48.0
seed-oss_16384,30.0,5,30.0,100.0,100.0,None,4313,30.282942603071948,50,40.0
seed-oss_0,15.0,5,15.0,100.0,100.0,None,5431,12.206952303961197,51,20.0
seed-oss_4096,15.0,5,15.0,100.0,100.0,None,5431,12.206952303961197,52,20.0
seed-oss_2048,15.0,5,15.0,100.0,100.0,None,5431,12.206952303961197,53,20.0
seed-oss_1024,15.0,5,15.0,100.0,100.0,None,5431,12.206952303961197,54,20.0
DeepSeek-R1-Distill-Qwen-7B,0.0,5,0.0,0.0,0.0,None,6185,0.016168148746968473,55,0.0
