Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-pro,450.0,5,450.0,100.0,100.0,Gold,1,100.0,1,90.0
gemini-2.5-flash,450.0,5,450.0,100.0,100.0,Gold,1,100.0,2,90.0
gpt-o3-mini-high,450.0,5,450.0,100.0,100.0,Gold,1,100.0,3,90.0
gpt-4.1,276.0,5,276.0,57.44,40.0,Silver,45,82.53968253968254,4,55.2
deepseek-reasoner,255.0,5,255.0,48.0,40.0,Silver,55,78.57142857142857,5,51.0
Qwen3-30B,255.0,5,255.0,48.0,40.0,Silver,55,78.57142857142857,6,51.0
deepseek-chat,211.0,5,211.0,45.44,20.0,Bronze,78,69.44444444444444,7,42.2
Qwen3-32B,196.0,5,196.0,48.11,20.0,Bronze,83,67.46031746031746,8,39.2
Qwen3-8B,175.0,5,175.0,38.67,20.0,Bronze,91,64.28571428571429,9,35.0
QwQ-32B,156.0,5,156.0,33.33,0.0,Bronze,97,61.904761904761905,10,31.2
Qwen3-14B,145.0,5,145.0,33.33,20.0,Bronze,102,59.92063492063492,11,29.0
DeepSeek-R1-Distill-Qwen-32B,109.0,5,109.0,25.6,0.0,None,129,49.20634920634921,12,21.8
Qwen2.5-Coder-32B-Instruct,95.0,5,95.0,18.67,0.0,None,135,46.82539682539682,13,19.0
Qwen3-4B,80.0,5,80.0,17.33,0.0,None,164,35.317460317460316,14,16.0
DeepSeek-R1-Distill-Llama-70B,80.0,5,80.0,21.33,0.0,None,164,35.317460317460316,15,16.0
Qwen2.5-72B,69.0,5,69.0,18.33,0.0,None,172,32.142857142857146,16,13.8
Qwen2.5-Coder-14B-Instruct,65.0,5,65.0,13.33,0.0,None,173,31.746031746031747,17,13.0
Qwen3-30B-Non-Thinking,46.0,5,46.0,8.0,0.0,None,198,21.825396825396826,18,9.2
DeepSeek-R1-Distill-Qwen-14B,45.0,5,45.0,8.0,0.0,None,198,21.825396825396826,19,9.0
Qwen3-32B-Non-Thinking,39.0,5,39.0,8.0,0.0,None,201,20.634920634920636,20,7.8
Mistral-Large-Instruct-2411,39.0,5,39.0,9.33,0.0,None,201,20.634920634920636,21,7.8
Qwen3-8B-Non-Thinking,39.0,5,39.0,8.0,0.0,None,201,20.634920634920636,22,7.8
Qwen2.5-Coder-7B-Instruct,39.0,5,39.0,8.0,0.0,None,201,20.634920634920636,23,7.8
Codestral-22B-v0.1,39.0,5,39.0,9.33,0.0,None,201,20.634920634920636,24,7.8
Llama-3.3-70B-Instruct,39.0,5,39.0,12.0,0.0,None,201,20.634920634920636,25,7.8
Mistral-Small-3.1-24B-2503,34.0,5,34.0,9.33,0.0,None,206,18.650793650793652,26,6.8
Qwen3-14B-Non-Thinking,20.0,5,20.0,6.67,0.0,None,216,14.682539682539682,27,4.0
DeepSeek-Coder-V2-Lite-Instruct,19.0,5,19.0,4.0,0.0,None,217,14.285714285714286,28,3.8
Qwen3-4B-Non-Thinking,15.0,5,15.0,4.0,0.0,None,235,7.142857142857143,29,3.0
DeepSeek-R1-Distill-Qwen-7B,0.0,5,0.0,0.0,0.0,None,242,4.365079365079365,30,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,5,0.0,0.0,0.0,None,242,4.365079365079365,31,0.0
Llama-3.1-8B-Instruct,0.0,5,0.0,0.0,0.0,None,242,4.365079365079365,32,0.0
