Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-pro,300.0,3,300.0,100.0,100.0,Gold,1,100.0,1,100.0
gemini-2.5-flash,225.0,3,225.0,87.15,66.67,Gold,4,95.16129032258064,2,75.0
gpt-o3-mini-high,192.0,3,192.0,67.54,33.33,Silver,8,88.70967741935483,3,64.0
Qwen3-32B,150.0,3,150.0,66.59,33.33,Silver,15,77.41935483870968,4,50.0
Qwen3-30B,125.0,3,125.0,47.85,33.33,Bronze,18,72.58064516129032,5,41.67
Qwen3-14B,125.0,3,125.0,57.45,33.33,Bronze,18,72.58064516129032,6,41.67
deepseek-reasoner,122.0,3,122.0,50.65,33.33,Bronze,19,70.96774193548387,7,40.67
QwQ-32B,122.0,3,122.0,49.58,33.33,Bronze,19,70.96774193548387,8,40.67
gpt-4.1,116.0,3,116.0,54.1,0.0,Bronze,20,69.35483870967742,9,38.67
DeepSeek-R1-Distill-Llama-70B,100.0,3,100.0,36.95,33.33,Bronze,21,67.74193548387096,10,33.33
deepseek-chat,89.0,3,89.0,43.08,0.0,Bronze,25,61.29032258064516,11,29.67
DeepSeek-R1-Distill-Qwen-14B,67.0,3,67.0,15.55,0.0,Bronze,31,51.61290322580645,12,22.33
Qwen3-4B,67.0,3,67.0,15.91,0.0,Bronze,31,51.61290322580645,13,22.33
DeepSeek-R1-Distill-Qwen-32B,67.0,3,67.0,16.27,0.0,Bronze,31,51.61290322580645,14,22.33
Qwen3-8B,67.0,3,67.0,20.54,0.0,Bronze,31,51.61290322580645,15,22.33
Qwen3-32B-Non-Thinking,57.0,3,57.0,36.33,0.0,None,33,48.38709677419355,16,19.0
Qwen3-14B-Non-Thinking,24.0,3,24.0,16.72,0.0,None,40,37.096774193548384,17,8.0
Qwen3-30B-Non-Thinking,24.0,3,24.0,15.71,0.0,None,40,37.096774193548384,18,8.0
Llama-3.3-70B-Instruct,22.0,3,22.0,7.57,0.0,None,40,37.096774193548384,19,7.33
Qwen2.5-Coder-32B-Instruct,9.0,3,9.0,10.94,0.0,None,49,22.580645161290324,20,3.0
DeepSeek-R1-Distill-Qwen-7B,0.0,3,0.0,0.0,0.0,None,49,22.580645161290324,21,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,3,0.0,0.0,0.0,None,49,22.580645161290324,22,0.0
Llama-3.1-8B-Instruct,0.0,3,0.0,1.37,0.0,None,49,22.580645161290324,23,0.0
Qwen2.5-Coder-14B-Instruct,0.0,3,0.0,2.28,0.0,None,49,22.580645161290324,24,0.0
Codestral-22B-v0.1,0.0,3,0.0,1.83,0.0,None,49,22.580645161290324,25,0.0
Qwen3-8B-Non-Thinking,0.0,3,0.0,6.6,0.0,None,49,22.580645161290324,26,0.0
Qwen3-4B-Non-Thinking,0.0,3,0.0,3.2,0.0,None,49,22.580645161290324,27,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,3,0.0,1.37,0.0,None,49,22.580645161290324,28,0.0
Mistral-Large-Instruct-2411,0.0,3,0.0,2.64,0.0,None,49,22.580645161290324,29,0.0
Qwen2.5-72B,0.0,3,0.0,5.38,0.0,None,49,22.580645161290324,30,0.0
Mistral-Small-3.1-24B-2503,0.0,3,0.0,1.27,0.0,None,49,22.580645161290324,31,0.0
