Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-flash,404.0,5,404.0,91.58,80.0,Gold,13,94.97907949790795,1,80.8
gemini-2.5-pro,404.0,5,404.0,91.58,80.0,Gold,13,94.97907949790795,2,80.8
Qwen3-30B,340.0,5,340.0,80.0,80.0,Silver,41,83.26359832635983,3,68.0
Qwen3-8B,340.0,5,340.0,80.0,80.0,Silver,41,83.26359832635983,4,68.0
Qwen3-32B,340.0,5,340.0,80.0,80.0,Silver,41,83.26359832635983,5,68.0
Qwen3-14B,340.0,5,340.0,80.0,80.0,Silver,41,83.26359832635983,6,68.0
gpt-4.1,340.0,5,340.0,80.0,80.0,Silver,41,83.26359832635983,7,68.0
QwQ-32B,340.0,5,340.0,80.0,80.0,Silver,41,83.26359832635983,8,68.0
gpt-o3-mini-high,340.0,5,340.0,80.0,80.0,Silver,41,83.26359832635983,9,68.0
deepseek-reasoner,340.0,5,340.0,80.0,80.0,Silver,41,83.26359832635983,10,68.0
deepseek-chat,250.0,5,250.0,65.0,60.0,Bronze,73,69.8744769874477,11,50.0
DeepSeek-R1-Distill-Llama-70B,230.0,5,230.0,62.16,60.0,Bronze,77,68.20083682008368,12,46.0
Qwen3-4B,140.0,5,140.0,53.14,40.0,None,125,48.11715481171548,13,28.0
Qwen3-8B-Non-Thinking,130.0,5,130.0,49.04,40.0,None,125,48.11715481171548,14,26.0
Qwen2.5-Coder-14B-Instruct,130.0,5,130.0,49.58,40.0,None,125,48.11715481171548,15,26.0
Qwen2.5-72B,130.0,5,130.0,50.43,40.0,None,125,48.11715481171548,16,26.0
Llama-3.3-70B-Instruct,130.0,5,130.0,50.93,40.0,None,125,48.11715481171548,17,26.0
Qwen3-32B-Non-Thinking,130.0,5,130.0,49.31,40.0,None,125,48.11715481171548,18,26.0
Mistral-Large-Instruct-2411,130.0,5,130.0,52.01,40.0,None,125,48.11715481171548,19,26.0
Mistral-Small-3.1-24B-2503,130.0,5,130.0,49.58,40.0,None,125,48.11715481171548,20,26.0
DeepSeek-R1-Distill-Qwen-32B,130.0,5,130.0,48.5,40.0,None,125,48.11715481171548,21,26.0
Codestral-22B-v0.1,123.0,5,123.0,46.94,20.0,None,129,46.44351464435147,22,24.6
Qwen3-30B-Non-Thinking,80.0,5,80.0,29.36,20.0,None,184,23.430962343096233,23,16.0
DeepSeek-R1-Distill-Qwen-14B,80.0,5,80.0,28.5,20.0,None,184,23.430962343096233,24,16.0
DeepSeek-Coder-V2-Lite-Instruct,70.0,5,70.0,24.44,20.0,None,188,21.757322175732217,25,14.0
Qwen3-4B-Non-Thinking,37.0,5,37.0,30.65,0.0,None,226,5.857740585774058,26,7.4
Qwen2.5-Coder-32B-Instruct,33.0,5,33.0,19.5,0.0,None,226,5.857740585774058,27,6.6
Qwen2.5-Coder-7B-Instruct,16.0,5,16.0,7.01,0.0,None,227,5.439330543933054,28,3.2
DeepSeek-R1-Distill-Llama-8B,0.0,5,0.0,0.0,0.0,None,231,3.7656903765690375,29,0.0
Qwen3-14B-Non-Thinking,0.0,5,0.0,5.32,0.0,None,231,3.7656903765690375,30,0.0
Llama-3.1-8B-Instruct,0.0,5,0.0,7.5,0.0,None,231,3.7656903765690375,31,0.0
