Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-pro,426.0,6,426.0,84.98,50.0,Silver,23,77.55102040816327,1,71.0
gpt-o3-mini-high,382.0,6,382.0,70.55,50.0,Bronze,27,73.46938775510205,2,63.67
gemini-2.5-flash,353.0,6,353.0,65.65,50.0,Bronze,29,71.42857142857143,3,58.83
gpt-4.1,189.0,6,189.0,40.17,16.67,None,56,43.87755102040816,4,31.5
Qwen3-32B,172.0,6,172.0,43.79,16.67,None,56,43.87755102040816,5,28.67
deepseek-reasoner,171.0,6,171.0,43.19,16.67,None,56,43.87755102040816,6,28.5
Qwen3-14B,160.0,6,160.0,38.04,16.67,None,63,36.734693877551024,7,26.67
deepseek-chat,158.0,6,158.0,37.77,16.67,None,64,35.714285714285715,8,26.33
Qwen3-30B,158.0,6,158.0,39.56,16.67,None,64,35.714285714285715,9,26.33
Qwen3-4B,146.0,6,146.0,32.25,16.67,None,66,33.673469387755105,10,24.33
DeepSeek-R1-Distill-Qwen-32B,130.0,6,130.0,28.87,16.67,None,68,31.632653061224488,11,21.67
DeepSeek-R1-Distill-Llama-70B,123.0,6,123.0,31.38,16.67,None,71,28.571428571428573,12,20.5
QwQ-32B,111.0,6,111.0,25.67,16.67,None,72,27.551020408163264,13,18.5
Qwen3-8B,111.0,6,111.0,27.83,16.67,None,72,27.551020408163264,14,18.5
Qwen3-32B-Non-Thinking,108.0,6,108.0,22.18,16.67,None,72,27.551020408163264,15,18.0
Llama-3.3-70B-Instruct,82.0,6,82.0,20.53,0.0,None,79,20.408163265306122,16,13.67
Qwen2.5-72B,78.0,6,78.0,19.92,0.0,None,82,17.346938775510203,17,13.0
Qwen2.5-Coder-14B-Instruct,68.0,6,68.0,18.67,0.0,None,86,13.26530612244898,18,11.33
Qwen3-14B-Non-Thinking,66.0,6,66.0,17.13,0.0,None,86,13.26530612244898,19,11.0
DeepSeek-R1-Distill-Qwen-14B,35.0,6,35.0,9.99,0.0,None,91,8.16326530612245,20,5.83
Mistral-Large-Instruct-2411,29.0,6,29.0,15.39,0.0,None,91,8.16326530612245,21,4.83
DeepSeek-R1-Distill-Llama-8B,24.0,6,24.0,8.91,0.0,None,93,6.122448979591836,22,4.0
Mistral-Small-3.1-24B-2503,24.0,6,24.0,12.48,0.0,None,93,6.122448979591836,23,4.0
Qwen3-8B-Non-Thinking,24.0,6,24.0,13.32,0.0,None,93,6.122448979591836,24,4.0
Qwen3-4B-Non-Thinking,24.0,6,24.0,12.55,0.0,None,93,6.122448979591836,25,4.0
Qwen2.5-Coder-32B-Instruct,18.0,6,18.0,13.39,0.0,None,93,6.122448979591836,26,3.0
Codestral-22B-v0.1,7.0,6,7.0,8.91,0.0,None,96,3.061224489795918,27,1.17
Qwen2.5-Coder-7B-Instruct,7.0,6,7.0,9.45,0.0,None,96,3.061224489795918,28,1.17
DeepSeek-Coder-V2-Lite-Instruct,7.0,6,7.0,11.9,0.0,None,96,3.061224489795918,29,1.17
DeepSeek-R1-Distill-Qwen-7B,0.0,6,0.0,0.0,0.0,None,96,3.061224489795918,30,0.0
Llama-3.1-8B-Instruct,0.0,6,0.0,3.45,0.0,None,96,3.061224489795918,31,0.0
Qwen3-30B-Non-Thinking,0.0,6,0.0,5.18,0.0,None,96,3.061224489795918,32,0.0
