Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-5,436.0,6,436.0,85.83,50.0,Gold,9,94.73684210526316,1,72.67
gpt-oss-120b-high,425.0,6,425.0,76.29,66.67,Gold,10,94.07894736842105,2,70.83
grok-4-fast-reasoning,410.0,6,410.0,83.77,50.0,Gold,11,93.42105263157895,3,68.33
gemini-2.5-pro,295.0,6,295.0,72.24,33.33,Silver,27,82.89473684210526,4,49.17
gpt-oss-20b-high,270.0,6,270.0,64.79,40.0,Silver,31,80.26315789473684,5,45.0
gpt-oss-120b_sp3,265.0,6,265.0,61.8,33.33,Silver,33,78.94736842105263,6,44.17
gpt-oss-120b_sp1,251.0,6,251.0,53.23,33.33,Silver,34,78.28947368421052,7,41.83
gpt-oss-120b-medium,240.0,6,240.0,52.39,33.33,Bronze,40,74.34210526315789,8,40.0
gpt-o3-mini-high,240.0,6,240.0,52.67,33.33,Bronze,40,74.34210526315789,9,40.0
gpt-oss-120b_sp4,240.0,6,240.0,52.39,33.33,Bronze,40,74.34210526315789,10,40.0
gpt-oss-120b_sp2,181.0,6,181.0,48.83,16.67,Bronze,57,63.1578947368421,11,30.17
gemini-2.5-flash,180.0,6,180.0,50.69,16.67,Bronze,58,62.5,12,30.0
gpt-oss-20b-medium,175.0,6,175.0,46.02,16.67,Bronze,60,61.18421052631579,13,29.17
seed-oss_-1,161.0,6,161.0,40.95,16.67,Bronze,66,57.23684210526316,14,26.83
gpt-oss-120b-low,159.0,6,159.0,43.57,16.67,Bronze,67,56.578947368421055,15,26.5
claude-sonnet-4.5,154.0,6,154.0,56.98,0.0,Bronze,69,55.26315789473684,16,25.67
seed-oss_16384,113.0,6,113.0,46.12,0.0,None,85,44.73684210526316,17,18.83
Qwen3-32B,85.0,6,85.0,39.73,0.0,None,106,30.92105263157895,18,14.17
seed-oss_8192,76.0,6,76.0,29.43,0.0,None,110,28.289473684210527,19,12.67
gpt-4.1,69.0,6,69.0,28.8,0.0,None,113,26.31578947368421,20,11.5
deepseek-reasoner,68.0,6,68.0,32.08,0.0,None,113,26.31578947368421,21,11.33
gpt-oss-20b-low,64.0,6,64.0,21.78,0.0,None,115,25.0,22,10.67
Qwen3-30B,62.0,6,62.0,26.08,0.0,None,117,23.68421052631579,23,10.33
DeepSeek-R1-Distill-Qwen-32B,37.0,6,37.0,17.97,0.0,None,132,13.81578947368421,24,6.17
OpenCodeReasoning-Nemotron-32B-IOI,37.0,6,37.0,17.03,0.0,None,132,13.81578947368421,25,6.17
QwQ-32B,33.0,6,33.0,15.17,0.0,None,133,13.157894736842104,26,5.5
Qwen3-8B-Non-Thinking,24.0,6,24.0,12.97,0.0,None,139,9.210526315789474,27,4.0
Qwen2.5-72B,24.0,6,24.0,10.81,0.0,None,139,9.210526315789474,28,4.0
deepseek-chat,22.0,6,22.0,15.93,0.0,None,139,9.210526315789474,29,3.67
Qwen3-14B,14.0,6,14.0,10.4,0.0,None,143,6.578947368421052,30,2.33
OlympicCoder-7B,11.0,6,11.0,15.77,0.0,None,143,6.578947368421052,31,1.83
Llama-3.3-70B-Instruct,10.0,6,10.0,9.65,0.0,None,144,5.921052631578948,32,1.67
DeepSeek-R1-Distill-Llama-70B,8.0,6,8.0,9.1,0.0,None,146,4.605263157894737,33,1.33
seed-oss_0,6.0,6,6.0,8.33,0.0,None,148,3.289473684210526,34,1.0
Qwen3-4B-Non-Thinking,4.0,6,4.0,2.15,0.0,None,148,3.289473684210526,35,0.67
Qwen3-30B-Non-Thinking,4.0,6,4.0,7.7,0.0,None,148,3.289473684210526,36,0.67
Qwen3-8B,4.0,6,4.0,11.33,0.0,None,148,3.289473684210526,37,0.67
Qwen3-4B,4.0,6,4.0,8.24,0.0,None,148,3.289473684210526,38,0.67
DeepSeek-R1-Distill-Qwen-14B,0.0,6,0.0,0.0,0.0,None,148,3.289473684210526,39,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,6,0.0,0.0,0.0,None,148,3.289473684210526,40,0.0
Codestral-22B-v0.1,0.0,6,0.0,0.0,0.0,None,148,3.289473684210526,41,0.0
DeepSeek-R1-Distill-Qwen-7B,0.0,6,0.0,0.0,0.0,None,148,3.289473684210526,42,0.0
seed-oss_1024,0.0,6,0.0,3.17,0.0,None,148,3.289473684210526,43,0.0
Llama-4-Scout,0.0,6,0.0,0.0,0.0,None,148,3.289473684210526,44,0.0
Llama-3.1-8B-Instruct,0.0,6,0.0,1.23,0.0,None,148,3.289473684210526,45,0.0
Qwen3-14B-Non-Thinking,0.0,6,0.0,1.33,0.0,None,148,3.289473684210526,46,0.0
seed-oss_512,0.0,6,0.0,1.33,0.0,None,148,3.289473684210526,47,0.0
seed-oss_2048,0.0,6,0.0,2.86,0.0,None,148,3.289473684210526,48,0.0
seed-oss_4096,0.0,6,0.0,6.73,0.0,None,148,3.289473684210526,49,0.0
Qwen3-32B-Non-Thinking,0.0,6,0.0,9.79,0.0,None,148,3.289473684210526,50,0.0
Qwen2.5-Coder-7B-Instruct,0.0,6,0.0,0.54,0.0,None,148,3.289473684210526,51,0.0
Mistral-Large-Instruct-2411,0.0,6,0.0,6.76,0.0,None,148,3.289473684210526,52,0.0
Qwen2.5-Coder-32B-Instruct,0.0,6,0.0,5.41,0.0,None,148,3.289473684210526,53,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,6,0.0,2.68,0.0,None,148,3.289473684210526,54,0.0
Mistral-Small-3.1-24B-2503,0.0,6,0.0,4.75,0.0,None,148,3.289473684210526,55,0.0
Qwen2.5-Coder-14B-Instruct,0.0,6,0.0,3.46,0.0,None,148,3.289473684210526,56,0.0
