Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
grok-4-fast-reasoning,500.0,7,500.0,75.3,71.43,Gold,5,97.87234042553192,1,71.43
Qwen3-30B,336.0,7,336.0,44.22,37.5,Silver,37,80.85106382978724,2,48.0
gpt-oss-120b_sp4,300.0,7,300.0,37.5,37.5,Silver,46,76.06382978723404,3,42.86
gpt-oss-120b_sp3,300.0,7,300.0,37.5,37.5,Silver,46,76.06382978723404,4,42.86
gpt-oss-120b_sp2,300.0,7,300.0,37.5,37.5,Silver,46,76.06382978723404,5,42.86
gpt-oss-20b-high,300.0,7,300.0,37.5,37.5,Silver,46,76.06382978723404,6,42.86
gpt-5,300.0,7,300.0,37.5,37.5,Silver,46,76.06382978723404,7,42.86
gpt-oss-120b-high,300.0,7,300.0,37.5,37.5,Silver,46,76.06382978723404,8,42.86
claude-sonnet-4.5,236.0,7,236.0,35.03,28.57,Bronze,92,51.59574468085106,9,33.71
gemini-2.5-pro,236.0,7,236.0,34.03,25.0,Bronze,92,51.59574468085106,10,33.71
gemini-2.5-flash,236.0,7,236.0,30.65,25.0,Bronze,92,51.59574468085106,11,33.71
OpenCodeReasoning-Nemotron-32B-IOI,236.0,7,236.0,30.65,25.0,Bronze,92,51.59574468085106,12,33.71
gpt-o3-mini-high,236.0,7,236.0,30.65,25.0,Bronze,92,51.59574468085106,13,33.71
seed-oss_-1,236.0,7,236.0,30.65,25.0,Bronze,92,51.59574468085106,14,33.71
Qwen3-32B,234.0,7,234.0,39.84,25.0,Bronze,92,51.59574468085106,15,33.43
seed-oss_4096,200.0,7,200.0,25.0,25.0,None,111,41.48936170212766,16,28.57
seed-oss_8192,200.0,7,200.0,25.71,25.0,None,111,41.48936170212766,17,28.57
gpt-oss-20b-medium,200.0,7,200.0,25.71,25.0,None,111,41.48936170212766,18,28.57
gpt-oss-20b-low,200.0,7,200.0,25.18,25.0,None,111,41.48936170212766,19,28.57
gpt-oss-120b_sp1,200.0,7,200.0,25.71,25.0,None,111,41.48936170212766,20,28.57
gpt-oss-120b-medium,200.0,7,200.0,25.71,25.0,None,111,41.48936170212766,21,28.57
