Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gemini-2.5-pro,297.0,5,297.0,78.7,40.0,Silver,49,83.27526132404181,1,59.4
gemini-2.5-flash,237.0,5,237.0,56.0,20.0,Bronze,81,72.12543554006969,2,47.4
gpt-o3-mini-high,223.0,5,223.0,64.11,40.0,Bronze,90,68.98954703832753,3,44.6
Qwen3-32B,207.0,5,207.0,53.48,40.0,Bronze,103,64.45993031358886,4,41.4
QwQ-32B,207.0,5,207.0,51.76,40.0,Bronze,103,64.45993031358886,5,41.4
deepseek-chat,150.0,5,150.0,40.49,20.0,None,184,36.23693379790941,6,30.0
DeepSeek-R1-Distill-Llama-70B,115.0,5,115.0,38.06,20.0,None,196,32.055749128919864,7,23.0
DeepSeek-R1-Distill-Qwen-32B,107.0,5,107.0,31.76,20.0,None,197,31.70731707317073,8,21.4
deepseek-reasoner,107.0,5,107.0,32.55,20.0,None,197,31.70731707317073,9,21.4
gpt-4.1,67.0,5,67.0,46.98,0.0,None,242,16.027874564459932,10,13.4
Qwen2.5-Coder-32B-Instruct,53.0,5,53.0,18.44,0.0,None,245,14.982578397212544,11,10.6
DeepSeek-Coder-V2-Lite-Instruct,24.0,5,24.0,7.52,0.0,None,276,4.181184668989547,12,4.8
Qwen3-14B,15.0,5,15.0,18.85,0.0,None,277,3.832752613240418,13,3.0
Qwen3-14B-Non-Thinking,15.0,5,15.0,18.43,0.0,None,277,3.832752613240418,14,3.0
Qwen3-4B,15.0,5,15.0,18.85,0.0,None,277,3.832752613240418,15,3.0
Qwen3-30B,15.0,5,15.0,21.73,0.0,None,277,3.832752613240418,16,3.0
Qwen2.5-Coder-14B-Instruct,12.0,5,12.0,16.71,0.0,None,277,3.832752613240418,17,2.4
Qwen2.5-72B,8.0,5,8.0,6.11,0.0,None,278,3.484320557491289,18,1.6
Codestral-22B-v0.1,8.0,5,8.0,0.42,0.0,None,278,3.484320557491289,19,1.6
Qwen3-30B-Non-Thinking,8.0,5,8.0,3.78,0.0,None,278,3.484320557491289,20,1.6
Qwen3-4B-Non-Thinking,8.0,5,8.0,1.2,0.0,None,278,3.484320557491289,21,1.6
Qwen3-32B-Non-Thinking,8.0,5,8.0,3.78,0.0,None,278,3.484320557491289,22,1.6
Llama-3.3-70B-Instruct,8.0,5,8.0,4.59,0.0,None,278,3.484320557491289,23,1.6
Qwen3-8B,8.0,5,8.0,26.0,0.0,None,278,3.484320557491289,24,1.6
Mistral-Small-3.1-24B-2503,8.0,5,8.0,6.72,0.0,None,278,3.484320557491289,25,1.6
Mistral-Large-Instruct-2411,8.0,5,8.0,6.14,0.0,None,278,3.484320557491289,26,1.6
Qwen3-8B-Non-Thinking,4.0,5,4.0,12.45,0.0,None,288,0.0,27,0.8
DeepSeek-R1-Distill-Qwen-7B,0.0,5,0.0,0.0,0.0,None,288,0.0,28,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,5,0.0,0.0,0.0,None,288,0.0,29,0.0
Qwen2.5-Coder-7B-Instruct,0.0,5,0.0,0.0,0.0,None,288,0.0,30,0.0
Llama-3.1-8B-Instruct,0.0,5,0.0,0.0,0.0,None,288,0.0,31,0.0
DeepSeek-R1-Distill-Qwen-14B,0.0,5,0.0,8.37,0.0,None,288,0.0,32,0.0
