Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-oss-20b-high,380.0,5,380.0,90.82,80.0,Gold,4,98.32402234636872,1,76.0
grok-4-fast-reasoning,380.0,5,380.0,90.82,80.0,Gold,4,98.32402234636872,2,76.0
gpt-5,365.0,5,365.0,86.56,80.0,Gold,4,98.32402234636872,3,73.0
gpt-oss-120b-high,365.0,5,365.0,86.56,80.0,Gold,4,98.32402234636872,4,73.0
gemini-2.5-flash,365.0,5,365.0,86.56,80.0,Gold,4,98.32402234636872,5,73.0
gpt-o3-mini-high,365.0,5,365.0,86.56,80.0,Gold,4,98.32402234636872,6,73.0
gemini-2.5-pro,365.0,5,365.0,86.56,80.0,Gold,4,98.32402234636872,7,73.0
gpt-oss-120b_sp2,330.0,5,330.0,80.98,80.0,Gold,8,96.08938547486034,8,66.0
gpt-oss-120b-medium,330.0,5,330.0,80.66,80.0,Gold,8,96.08938547486034,9,66.0
gpt-oss-120b_sp1,330.0,5,330.0,80.66,80.0,Gold,8,96.08938547486034,10,66.0
gpt-oss-20b-medium,330.0,5,330.0,82.62,80.0,Gold,8,96.08938547486034,11,66.0
gpt-oss-120b_sp4,330.0,5,330.0,80.33,80.0,Gold,8,96.08938547486034,12,66.0
seed-oss_-1,330.0,5,330.0,80.33,80.0,Gold,8,96.08938547486034,13,66.0
gpt-oss-120b_sp3,330.0,5,330.0,80.98,80.0,Gold,8,96.08938547486034,14,66.0
gpt-oss-120b-low,330.0,5,330.0,80.66,80.0,Gold,8,96.08938547486034,15,66.0
seed-oss_8192,290.0,5,290.0,79.36,60.0,Silver,20,89.3854748603352,16,58.0
Qwen3-32B,275.0,5,275.0,75.85,60.0,Silver,27,85.47486033519553,17,55.0
claude-sonnet-4.5,275.0,5,275.0,75.85,60.0,Silver,27,85.47486033519553,18,55.0
deepseek-reasoner,225.0,5,225.0,67.1,60.0,Bronze,64,64.80446927374301,19,45.0
QwQ-32B,225.0,5,225.0,67.43,60.0,Bronze,64,64.80446927374301,20,45.0
Qwen3-14B,225.0,5,225.0,69.73,60.0,Bronze,64,64.80446927374301,21,45.0
gpt-4.1,223.0,5,223.0,68.4,60.0,Bronze,67,63.12849162011173,22,44.6
OpenCodeReasoning-Nemotron-32B-IOI,210.0,5,210.0,60.97,60.0,Bronze,67,63.12849162011173,23,42.0
Qwen3-8B,210.0,5,210.0,61.3,60.0,Bronze,67,63.12849162011173,24,42.0
DeepSeek-R1-Distill-Llama-70B,210.0,5,210.0,60.97,60.0,Bronze,67,63.12849162011173,25,42.0
deepseek-chat,210.0,5,210.0,60.97,60.0,Bronze,67,63.12849162011173,26,42.0
gpt-oss-20b-low,210.0,5,210.0,61.3,60.0,Bronze,67,63.12849162011173,27,42.0
Qwen3-4B,210.0,5,210.0,61.63,60.0,Bronze,67,63.12849162011173,28,42.0
DeepSeek-R1-Distill-Qwen-32B,202.0,5,202.0,64.1,40.0,None,97,46.36871508379888,29,40.4
seed-oss_1024,193.0,5,193.0,57.55,40.0,None,97,46.36871508379888,30,38.6
OlympicCoder-7B,175.0,5,175.0,47.1,40.0,None,102,43.57541899441341,31,35.0
Qwen3-30B,175.0,5,175.0,49.07,40.0,None,102,43.57541899441341,32,35.0
seed-oss_512,160.0,5,160.0,40.33,40.0,None,108,40.22346368715084,33,32.0
DeepSeek-R1-Distill-Qwen-14B,160.0,5,160.0,44.52,40.0,None,108,40.22346368715084,34,32.0
