competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,915,857,957,395,1863,4737,1035,2705
APIO-2023,0,0,5,0,3,10,0,6
APIO-2024,0,0,1,0,16,0,0,7
BOI-2023,0,0,1,1,5,25,2,14
BOI-2024,0,0,3,2,5,26,0,12
BOI-2025,0,0,2,1,10,26,3,6
CCO-2023,0,0,0,0,0,0,0,0
CCO-2024,0,0,0,0,0,0,0,0
CEOI-2023,0,0,7,0,6,18,6,11
CEOI-2024,0,0,4,1,6,20,4,13
COCI-2023,0,0,0,0,0,0,0,0
COCI-2024,0,0,0,0,0,0,0,0
COCI-2025,28,0,11,5,31,82,24,19
EGOI-2023,6,0,4,2,5,25,8,14
EGOI-2024,0,0,2,0,7,33,7,15
EJOI-2023,0,0,7,0,14,9,7,11
EJOI-2024,2,0,2,2,17,14,1,10
IATI-2024,4,6,6,3,10,28,3,28
IOI-2023,0,0,1,0,10,19,2,16
IOI-2024,0,0,4,2,13,15,1,13
JOI-2023,1,0,2,3,20,76,1,57
JOI-2024,0,0,3,6,30,78,5,38
JOI-2025,3,0,3,0,4,13,0,17
NOINordic-2023,3,0,2,0,3,6,1,9
NOINordic-2024,1,0,1,0,4,14,1,3
NOINordic-2025,1,0,6,0,2,7,4,4
OOI-2023,8,0,13,8,3,58,15,31
OOI-2024,5,0,9,4,0,54,28,36
RMI-2023,0,0,1,2,12,23,4,6
RMI-2024,5,0,1,2,8,20,3,9
USACO-2023,49,67,27,17,59,80,35,50
USACO-2024,0,0,0,0,0,0,0,0
USACO-2025,12,73,35,10,28,71,20,39
