problem_id,model,solution_file,status,score,tests_passed,execution_time,memory_usage
APIO-2023-contest-abc,seed-oss_4096,abc_seed-oss_1.cpp,RUNTIME_ERROR,0,0.00%,0.020,5.44921875
APIO-2023-contest-abc,seed-oss_4096,abc_seed-oss_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-cyberland,seed-oss_4096,cyberland_seed-oss_0.cpp,RUNTIME_ERROR,20,23.17%,0.290,9.02734375
APIO-2023-contest-cyberland,seed-oss_4096,cyberland_seed-oss_1.cpp,RUNTIME_ERROR,20,23.17%,0.350,20.15625
APIO-2023-contest-cyberland,seed-oss_4096,cyberland_seed-oss_2.cpp,RUNTIME_ERROR,20,23.17%,0.350,22.69140625
APIO-2023-contest-cyberland,seed-oss_4096,cyberland_seed-oss_3.cpp,RUNTIME_ERROR,20,23.17%,0.300,21.66015625
APIO-2023-contest-cyberland,seed-oss_4096,cyberland_seed-oss_4.cpp,RUNTIME_ERROR,20,23.17%,0.310,4.55859375
APIO-2023-contest-cyberland,seed-oss_4096,cyberland_seed-oss_5.cpp,RUNTIME_ERROR,20,23.17%,0.420,36.09765625
APIO-2023-contest-cyberland,seed-oss_4096,cyberland_seed-oss_6.cpp,RUNTIME_ERROR,97,82.93%,1.630,59.30078125
APIO-2023-contest-cyberland,seed-oss_4096,cyberland_seed-oss_7.cpp,RUNTIME_ERROR,20,23.17%,0.390,21.9140625
APIO-2023-contest-sequence,seed-oss_4096,sequence_seed-oss_0.cpp,RUNTIME_ERROR,0,0.00%,0.120,31.40234375
APIO-2023-contest-sequence,seed-oss_4096,sequence_seed-oss_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-sequence,seed-oss_4096,sequence_seed-oss_2.cpp,TIME_LIMIT_EXCEEDED,0,8.24%,1.800,12.27734375
APIO-2023-contest-sequence,seed-oss_4096,sequence_seed-oss_3.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,62.04296875
APIO-2023-contest-sequence,seed-oss_4096,sequence_seed-oss_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,37.1484375
APIO-2023-contest-sequence,seed-oss_4096,sequence_seed-oss_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2023-contest-sequence,seed-oss_4096,sequence_seed-oss_6.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.800,25.76171875
APIO-2023-contest-sequence,seed-oss_4096,sequence_seed-oss_7.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.810,52.99609375
APIO-2024-contest-september,seed-oss_4096,september_seed-oss_0.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-september,seed-oss_4096,september_seed-oss_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-september,seed-oss_4096,september_seed-oss_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_4096,show_seed-oss_0.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_4096,show_seed-oss_1.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_4096,show_seed-oss_2.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_4096,show_seed-oss_3.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_4096,show_seed-oss_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_4096,show_seed-oss_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-show,seed-oss_4096,show_seed-oss_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,seed-oss_4096,train_seed-oss_0.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.210,21.5859375
APIO-2024-contest-train,seed-oss_4096,train_seed-oss_2.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,seed-oss_4096,train_seed-oss_3.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,seed-oss_4096,train_seed-oss_4.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,seed-oss_4096,train_seed-oss_5.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,seed-oss_4096,train_seed-oss_6.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
APIO-2024-contest-train,seed-oss_4096,train_seed-oss_7.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
BOI-2023-contest-astronomer,seed-oss_4096,astronomer_seed-oss_1.cpp,TIME_LIMIT_EXCEEDED,0,21.43%,5.970,0.00390625
BOI-2023-contest-astronomer,seed-oss_4096,astronomer_seed-oss_2.cpp,RUNTIME_ERROR,0,0.00%,0.010,0
BOI-2023-contest-astronomer,seed-oss_4096,astronomer_seed-oss_3.cpp,COMPILATION_ERROR,0,0.00%,0.000,0
