competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,seed-oss_4096,11214,29.72%,0.32,23.14,21.71%
APIO-2023,seed-oss_4096,97,30.39%,1.14,23.86,0.00%
APIO-2024,seed-oss_4096,0,0.00%,0.00,0.00,0.00%
BOI-2023,seed-oss_4096,11,17.47%,1.01,1.44,0.00%
BOI-2024,seed-oss_4096,40,16.29%,0.20,1.64,0.00%
BOI-2025,seed-oss_4096,0,3.81%,0.10,23.86,0.00%
CCO-2023,seed-oss_4096,15,100.00%,0.02,0.00,100.00%
CCO-2024,seed-oss_4096,15,100.00%,0.02,0.00,100.00%
CEOI-2023,seed-oss_4096,0,0.91%,0.02,0.51,0.00%
CEOI-2024,seed-oss_4096,6,13.87%,0.81,91.93,0.00%
COCI-2023,seed-oss_4096,50,100.00%,0.00,0.00,100.00%
COCI-2024,seed-oss_4096,0,0.00%,0.01,0.00,0.00%
COCI-2025,seed-oss_4096,537,35.59%,0.13,3.37,28.00%
EGOI-2023,seed-oss_4096,200,25.00%,0.03,2.52,25.00%
EGOI-2024,seed-oss_4096,56,15.50%,0.32,1.13,0.00%
EJOI-2023,seed-oss_4096,0,0.00%,0.00,0.00,0.00%
EJOI-2024,seed-oss_4096,119,25.46%,0.09,11.90,16.67%
IATI-2024,seed-oss_4096,165,13.87%,0.08,10.38,9.09%
IOI-2023,seed-oss_4096,5,3.10%,0.24,2.22,0.00%
IOI-2024,seed-oss_4096,27,19.79%,0.57,412.76,0.00%
JOI-2023,seed-oss_4096,122,16.43%,0.24,4.19,5.00%
JOI-2024,seed-oss_4096,18,7.19%,0.03,1.66,0.00%
JOI-2025,seed-oss_4096,100,20.48%,0.52,6.45,20.00%
NOINordic-2023,seed-oss_4096,107,48.74%,0.12,7.22,33.33%
NOINordic-2024,seed-oss_4096,100,33.33%,0.03,3.44,33.33%
NOINordic-2025,seed-oss_4096,100,38.36%,2.14,5.74,33.33%
OOI-2023,seed-oss_4096,381,32.39%,0.44,24.28,11.76%
OOI-2024,seed-oss_4096,495,36.03%,0.88,9.61,18.75%
RMI-2023,seed-oss_4096,0,6.73%,0.12,38.76,0.00%
RMI-2024,seed-oss_4096,128,30.72%,0.45,16.60,16.67%
USACO-2023,seed-oss_4096,5393,34.87%,0.23,6.89,27.08%
USACO-2024,seed-oss_4096,333,100.00%,0.05,1.70,100.00%
USACO-2025,seed-oss_4096,2594,24.80%,0.28,26.34,16.67%
